gene_name,gene_length,gene_type,gene_chr
Pak6,34717.0,,
Syne1,530565.0,,
Ccnl2,12054.0,,
Actl6b,16065.0,,
Ccdc88a,137150.0,,
Vps53,133421.0,protein_coding,chr11
2900026A02Rik,134913.0,protein_coding,chr5
Atf7ip,104695.0,,
B4galnt4,11296.0,protein_coding,chr7
Os9,25481.0,,
Crtc3,102250.0,protein_coding,chr7
Aff3,487629.0,,
Tjap1,25175.0,,
Slx1b,6316.0,protein_coding,chr7
Rpl27,3231.0,,
Amz1,37312.0,,
Arhgap23,86869.0,,
Atrn,123838.0,,
Cdc16,24262.0,,
Rpl38,3807.0,,
Klf9,26908.0,,
Actr1b,16308.0,,
Ipo8,60784.0,,
Abcb9,34268.0,,
Sae1,67572.0,,
Ehbp1,336464.0,protein_coding,chr11
Gm11613,16183.0,processed_transcript,chr11
Iars,52167.0,,
Rps6ka5,178544.0,,
Prmt8,80461.0,,
Npas3,823498.0,,
Tcf4,345723.0,,
Slc25a25,36958.0,,
Cdk13,94782.0,protein_coding,chr13
Zdhhc8,14383.0,protein_coding,chr16
Ntmt1,15207.0,,
Ica1,147961.0,,
Sdhb,17990.0,,
Cul9,45816.0,,
Pde1b,27018.0,,
Phc3,70044.0,,
Fth1,4500.0,,
Ndrg2,8887.0,,
Arhgdig,8603.0,,
Map3k15,134918.0,,
Ccdc85c,71823.0,,
Appl1,52244.0,,
Arih1,98360.0,,
Tmem181a,51454.0,,
Otud7b,56602.0,,
Mycbp2,233403.0,protein_coding,chr14
Taok3,155090.0,protein_coding,chr5
Rbm6,99678.0,,
Caln1,477957.0,protein_coding,chr5
Chst11,210402.0,protein_coding,chr10
Fam163b,32111.0,,
Chd5,51543.0,,
Dab2ip,172728.0,protein_coding,chr2
Rxfp1,96269.0,,
Tmem120b,49334.0,,
Slc4a10,280268.0,,
Foxj2,25452.0,,
Pfdn2,13584.0,,
Agpat3,83311.0,protein_coding,chr10
Dmtn,34785.0,,
Adcy6,20103.0,protein_coding,chr15
Vars2,11958.0,protein_coding,chr17
Atg2b,69075.0,,
Polr1c,4134.0,,
Ide,69109.0,protein_coding,chr19
March7,40789.0,,
Nbeal1,157729.0,,
Efr3a,86782.0,,
Zmiz1,207558.0,protein_coding,chr14
Numa1,80853.0,,
Rnf8,30201.0,protein_coding,chr17
Ctr9,27426.0,,
Tecpr2,83130.0,,
Sos1,86702.0,,
Ncald,426395.0,,
Mapkbp1,54709.0,,
Dis3l2,346287.0,protein_coding,chr1
Trim3,29108.0,,
Phyhip,11356.0,,
Mpped1,79027.0,protein_coding,chr15
Mtx2,52628.0,,
Thsd4,555115.0,protein_coding,chr9
Cmip,202366.0,,
Cntln,247612.0,,
Rps6kb2,9363.0,,
Brsk1,25393.0,,
Gng13,2235.0,,
Tesc,34135.0,,
Aars,24520.0,,
Hmbox1,138271.0,protein_coding,chr14
Rbm28,41430.0,,
Vwa3a,66424.0,,
Stx5a,14656.0,,
Mrpl9,7812.0,,
Dlgap1,852340.0,protein_coding,chr17
Adamts2,205489.0,,
Map1b,95094.0,,
B4galt3,6568.0,,
Pabpc1,14007.0,,
Tmem106b,19510.0,,
Ccm2,49857.0,,
Rnf146,18266.0,,
Hip1,138589.0,,
Purg,31142.0,,
Rab2b,17786.0,,
Setx,58290.0,,
Khdrbs1,39139.0,,
Taok1,78653.0,protein_coding,chr11
Rps27,1129.0,,
Kat6b,191044.0,,
Ptk2b,127795.0,,
Klhl22,33764.0,,
Tuba1a,3866.0,,
Ube2a,10322.0,,
Il11ra1,69485.0,,
Clock,94924.0,,
Eno1,12158.0,,
Rictor,92022.0,,
C2cd5,89221.0,,
Thsd7b,945976.0,protein_coding,chr1
Shisa9,286789.0,,
Pafah1b2,49831.0,,
5730480H06Rik,86342.0,,
Reep1,103149.0,protein_coding,chr6
Lrrc3b,81472.0,protein_coding,chr14
Gnb1,67908.0,,
Clstn3,34035.0,,
Mrpl52,2847.0,,
Asic1,30762.0,protein_coding,chr15
Ikzf4,38515.0,,
Cnot6l,93838.0,,
Dtx2,38072.0,,
Man2a2,22278.0,,
Ciz1,28643.0,,
Plekha7,184891.0,,
Kcnb1,94186.0,,
Rere,340320.0,,
Gm9725,47619.0,,
Zbtb16,181925.0,,
Cab39l,144792.0,protein_coding,chr14
Gys1,21775.0,,
Mcmbp,44054.0,protein_coding,chr7
Fgf12,592970.0,,
Il17d,18389.0,,
Mitf,214297.0,,
Pcbp4,10721.0,protein_coding,chr9
Zfr2,18968.0,protein_coding,chr10
Ctnna3,1573569.0,protein_coding,chr10
Vcl,104278.0,,
Nrbp2,6109.0,,
Farsa,12268.0,,
Nob1,12565.0,,
Gm21860,,,
St3gal2,52558.0,protein_coding,chr8
Arhgap21,120962.0,,
Ocrl,53481.0,,
Lhfp,220151.0,,
Syn1,60493.0,,
Scn1a,170062.0,,
Kcnc3,14090.0,,
Dpp6,910302.0,,
Actr3b,90691.0,,
Slc25a23,16152.0,,
Gpr162,5539.0,,
Ap1s1,11142.0,,
Cacna2d3,816921.0,,
Ahcyl2,144299.0,,
Emc1,26143.0,,
Atxn7l1,225492.0,,
Gm15564,16478.0,,
Anapc4,33785.0,,
Ostc,13532.0,,
Sdad1,26469.0,,
Adcy1,115017.0,,
Gm3764,23146.0,,
Zcrb1,12237.0,,
Chchd3,269284.0,protein_coding,chr6
Slc1a3,76640.0,,
Greb1l,237763.0,,
Gm29514,75624.0,,
Prickle1,96777.0,protein_coding,chr15
Deaf1,30510.0,,
Mettl17,8197.0,,
Dnajc7,37350.0,,
Tarbp2,5484.0,,
Tmem132d,651447.0,,
Sec22a,52787.0,,
Mtch2,19655.0,protein_coding,chr2
Pip4k2b,29547.0,,
Anapc1,77287.0,,
Agpat1,9187.0,protein_coding,chr17
Mllt10,157151.0,,
Sel1l3,106844.0,,
Sox8,4794.0,,
Arhgap5,68003.0,,
Larp1b,90406.0,protein_coding,chr3
Vipas39,27388.0,,
Rab40c,37613.0,,
Hook1,58173.0,,
Dctn2,15582.0,,
Fnip1,80036.0,,
Asxl1,58178.0,,
Rsrc2,20988.0,,
Klhl3,113364.0,,
Zfp53,21475.0,,
Tppp,26346.0,,
Ric1,84547.0,protein_coding,chr19
Gm10649,295395.0,,
Cltc,63214.0,protein_coding,chr11
Cpeb3,187310.0,,
Ccar1,48358.0,,
Vdac2,20641.0,,
Ecd,28269.0,,
Rpl13a,3203.0,,
Lman2,18950.0,,
Acin1,44770.0,,
Slc15a2,34785.0,,
Tmem106c,6075.0,,
Rasgrp1,63008.0,,
Mmp24,43024.0,,
Pet100,4300.0,protein_coding,chr8
Cacnb3,13689.0,,
Mecr,24316.0,,
Zfp715,17097.0,,
Hnrnph3,9553.0,,
2310015A10Rik,12298.0,,
Ift140,83410.0,,
Ddi2,45870.0,protein_coding,chr4
Esrra,10836.0,,
Setd4,20606.0,,
Shank3,60638.0,protein_coding,chr15
Hs1bp3,30392.0,,
Nox1,135535.0,,
Lamp2,55097.0,,
Pten,68663.0,,
Pou3f2,5586.0,,
Snrpb,7989.0,,
Cpne6,6986.0,,
Taf1,69055.0,,
Rtn4,51384.0,,
Zfp382,13008.0,,
Mirg,19696.0,,
Ppp1r37,32276.0,protein_coding,chr7
Upf2,105234.0,,
Ext2,161540.0,,
Pde1a,295005.0,,
Strbp,220631.0,,
Ranbp3,38470.0,,
Pik3r1,87654.0,,
Slc30a3,22131.0,,
Tbc1d10b,11009.0,,
Cyfip2,119009.0,,
Cse1l,40349.0,,
Polr2k,3000.0,,
Sars,20344.0,,
Slc24a5,20553.0,,
Pcgf2,11674.0,,
Zfp341,33524.0,,
Tnks2,59245.0,,
Lrrc28,131858.0,,
Arf5,3042.0,,
Scn2b,12288.0,,
B830012L14Rik,7001.0,,
Clasrp,23451.0,,
Nck2,125936.0,,
Iqce,40551.0,,
Tubgcp6,24755.0,protein_coding,chr15
Ngef,97036.0,,
Osbp2,160172.0,,
Atg2a,20667.0,protein_coding,chr19
8030462N17Rik,82989.0,,
Rnft2,54380.0,,
Rasal2,277413.0,,
Got1,24853.0,protein_coding,chr19
Hgs,16344.0,protein_coding,chr11
Ttll4,41985.0,,
Orai2,23254.0,,
Psd3,522945.0,protein_coding,chr8
Asb3,217288.0,,
Brox,20917.0,,
Dlgap4,150658.0,protein_coding,chr2
Cdk18,27447.0,,
Fhl2,73910.0,,
Crhr1,42668.0,,
Prkd2,27562.0,,
Rnf126,8437.0,,
Cdk4,4386.0,,
Fgf14,699220.0,,
Sec61a1,15326.0,,
Asap2,279712.0,protein_coding,chr12
Intu,173488.0,,
Numb,127900.0,,
Drp2,52022.0,,
Hivep2,185299.0,protein_coding,chr10
Agpat4,100941.0,,
Spaca6,15851.0,,
Dscaml1,327084.0,,
Ikbkb,47377.0,,
Ranbp2,47436.0,,
Slc25a3,7485.0,,
Dhcr7,25265.0,protein_coding,chr7
Zfp282,31281.0,,
Chga,10059.0,,
Ilf3,37490.0,protein_coding,chr9
Ube2h,93250.0,,
Nat8l,9932.0,protein_coding,chr5
Syncrip,35565.0,,
Mtor,109072.0,protein_coding,chr4
Atraid,6311.0,,
Maz,4907.0,,
Chd4,34610.0,,
Phf3,71582.0,,
Iffo1,16541.0,,
Atat1,12480.0,,
Gabra4,88559.0,,
Flna,26359.0,,
Kidins220,88227.0,,
Neurod2,4233.0,,
Stx8,240955.0,,
Eef1a2,9361.0,,
Arhgap6,509336.0,protein_coding,chrX
Trpc6,136599.0,,
Gna11,16466.0,,
Exoc2,160174.0,,
Ppp1r1a,7724.0,,
Wdr73,10546.0,,
Enc1,11929.0,,
Prr12,25318.0,,
Cep83,102199.0,,
Dync1h1,65493.0,protein_coding,chr12
Vwc2,154708.0,,
Kcnd1,15991.0,,
Cnksr2,221858.0,,
Gdpd1,40195.0,,
Flot2,22503.0,,
Safb2,23620.0,,
Rragb,31962.0,,
Dvl1,11901.0,,
Hras,4900.0,protein_coding,chr7
Clcn3,72911.0,,
Gm28750,17926.0,,
Cipc,18319.0,,
Rimklb,51465.0,,
Usp19,11735.0,,
Abhd17a,6687.0,,
Pop5,9515.0,protein_coding,chr5
Grasp,8568.0,,
Echdc2,13871.0,,
Cygb,8718.0,protein_coding,chr11
Prrc2b,83455.0,protein_coding,chr2
Kcnc1,42207.0,,
Ccnl1,12098.0,,
Dip2c,392400.0,,
Chfr,36130.0,,
Tex10,42601.0,,
Pde10a,461276.0,,
Scfd1,72591.0,,
Pcbp2,29522.0,,
Syt17,67505.0,,
Cops2,28835.0,,
Cog3,52167.0,,
Fibp,4436.0,,
Oprk1,17665.0,protein_coding,chr1
Fbxl19,24940.0,,
Ggt7,27858.0,,
Nvl,57066.0,,
Supt3,342138.0,,
Rnf32,32465.0,,
Tmem208,8865.0,protein_coding,chr8
Fmnl1,27794.0,protein_coding,chr11
Fus,18244.0,protein_coding,chr7
Usp4,44692.0,protein_coding,chr9
Rpl13,2894.0,,
Slc25a28,11080.0,,
Cnot2,96350.0,,
Pianp,6402.0,,
Dnm2,82851.0,,
Cib2,15424.0,,
Tmem25,5538.0,,
Cdk12,75445.0,,
Meis2,202775.0,,
Twf2,12281.0,,
Camsap1,56444.0,,
Lrrcc1,38870.0,,
Haghl,5830.0,,
Cux1,319355.0,protein_coding,chr5
Supt16,37002.0,,
Foxg1,4201.0,,
Hspa12a,147904.0,,
Ypel3,3559.0,,
Wdr95,83215.0,,
Akt2,49274.0,protein_coding,chr7
Zfp738,28386.0,,
Dhx30,33510.0,,
Got2,24413.0,,
Parp8,170717.0,,
Gapvd1,80638.0,,
Daam1,161255.0,protein_coding,chr12
Itgbl1,315647.0,,
Stac,128911.0,,
Fkbp8,7604.0,,
Amdhd2,7933.0,,
Tfe3,12642.0,,
Megf11,323579.0,,
Npy,6797.0,,
Kcnk9,45251.0,,
Ints1,24392.0,protein_coding,chr5
Ptpn4,185146.0,,
Fip1l1,63351.0,,
Birc2,18837.0,,
Terf2,27147.0,,
Msl1,12343.0,,
Tbc1d8b,68409.0,,
Sh3rf1,172199.0,,
Brwd3,97356.0,,
D430041D05Rik,267940.0,protein_coding,chr2
Fam124a,52749.0,,
Fau,1680.0,,
Gm10558,6520.0,antisense,chr1
Pdpk1,77244.0,,
Dmwd,6549.0,,
Atcay,26325.0,,
Tnik,412644.0,,
Sugp2,45689.0,,
Gtpbp2,8338.0,,
Ulk2,79424.0,,
Sec16a,35785.0,,
Gm14322,11184.0,,
Shisa4,4180.0,,
Megf8,48753.0,,
Nalcn,350510.0,protein_coding,chr14
Pggt1b,45642.0,,
Ptpra,105846.0,,
Agfg2,34263.0,,
Kri1,14512.0,,
B130034C11Rik,8034.0,,
Fryl,236632.0,,
Ccny,137850.0,,
Rai14,145655.0,,
Mapk8,69260.0,protein_coding,chr14
St6galnac3,526908.0,,
Sar1b,28238.0,,
Clvs1,182398.0,,
Csmd1,1643049.0,protein_coding,chr8
Chka,42596.0,,
Zdhhc22,9667.0,,
Agbl3,79027.0,,
Prpf39,27053.0,,
Dzip3,69933.0,,
Myo10,191148.0,protein_coding,chr15
Ppp3cc,71606.0,,
Lrfn4,3882.0,,
Tmem240,5764.0,,
Pcdh10,57225.0,,
Uchl1,11143.0,,
Zfand3,206095.0,protein_coding,chr17
Dhps,3405.0,,
Hrh3,5023.0,,
Tuba1b,3140.0,,
Limk2,64933.0,,
Camkmt,368036.0,,
Gm11099,48184.0,,
Rhbdl1,2830.0,,
Armc8,90527.0,,
Slc38a1,71495.0,,
Stat2,22290.0,,
Napa,19517.0,protein_coding,chr7
Fdft1,34428.0,,
Dnajb5,9611.0,,
1810026B05Rik,19192.0,,
Synpr,331560.0,protein_coding,chr14
Gm26901,48463.0,,
Nyap1,11708.0,,
Rbms1,212999.0,,
Ankrd33b,76248.0,,
Ndrg3,64711.0,,
Xrcc1,27151.0,,
Uba52,2538.0,,
Slc7a4,11196.0,,
Atp6v1a,54303.0,,
Hars2,9554.0,,
Cdc42,38024.0,,
Ccdc73,150099.0,,
Med17,19580.0,,
Plekhh2,110243.0,,
Eml2,30061.0,,
Klc2,10814.0,,
Ube2m,3155.0,,
Tmem214,11168.0,,
Rbpj,191210.0,,
Alas1,15199.0,protein_coding,chr9
Creg2,33068.0,,
Iqcb1,44336.0,,
Kat6a,83724.0,,
Dars,53661.0,,
Hcn1,385098.0,protein_coding,chr13
Ppp2r3a,146711.0,protein_coding,chr9
Capn1,27352.0,,
Ap3b2,33526.0,,
Epc1,80157.0,,
Bcan,12699.0,,
Akap11,44562.0,,
Prdm2,105604.0,protein_coding,chr4
Rce1,3050.0,protein_coding,chr19
Myo18a,102734.0,protein_coding,chr11
Emc2,50534.0,,
Gm13832,63785.0,antisense,chr5
Sgsm2,47799.0,,
Apc,101628.0,,
Zfat,175092.0,,
Dlc1,385392.0,protein_coding,chr8
Eif2b3,67904.0,,
Pter,79414.0,,
Rims1,519743.0,,
Gnl3l,34181.0,,
Tomm20,15177.0,,
Cwc25,21075.0,,
Trerf1,221083.0,processed_transcript,chr17
Nfasc,177107.0,,
Vps54,81855.0,,
Dynll2,8008.0,,
Pdia6,18225.0,,
Tubb2a,3733.0,,
Hnrnpk,12201.0,,
Ndc1,48562.0,,
Sugt1,47505.0,,
Podxl2,32486.0,,
Sntb2,83964.0,,
Smim14,90340.0,,
Xpo1,42208.0,,
Nsun7,38129.0,,
Otub2,17668.0,,
Arhgap39,94185.0,protein_coding,chr15
Ogfrl1,31348.0,,
Inpp4a,110871.0,protein_coding,chr1
Fez1,57060.0,,
Ptdss2,35224.0,,
Trim23,24575.0,,
Gm26749,41738.0,,
Hdgf,9811.0,,
Nop10,1343.0,,
Epn1,17943.0,protein_coding,chr7
Rpl8,2236.0,,
Rnpepl1,13601.0,,
Mt3,1539.0,,
Colgalt1,13913.0,,
Arid1b,353324.0,,
Ppp1r12b,201284.0,protein_coding,chr1
Dleu2,79534.0,,
Fam126b,63517.0,,
Dync1i2,51597.0,,
Osbpl6,194139.0,,
Taf6,8834.0,,
Jarid2,192169.0,,
Tspan9,182198.0,,
Mmd2,46442.0,,
Msmo1,15653.0,,
Prmt1,10579.0,,
Dcun1d1,45340.0,,
Ccr9,105891.0,,
Map3k3,70833.0,,
Dhx15,40311.0,,
Wdr33,103307.0,,
Cct6a,59373.0,,
Hax1,3334.0,protein_coding,chr3
Pdpr,42444.0,,
Pak7,306863.0,,
Plbd2,20343.0,,
Mcoln1,14775.0,,
Rtn4r,24766.0,,
Yars,29847.0,,
Mdm4,71077.0,,
Spg7,34818.0,,
Zswim4,26377.0,,
Zc3h7b,51203.0,,
Entpd1,129236.0,,
Uqcrc2,24348.0,,
Kcna6,32345.0,protein_coding,chr6
Gm20721,16393.0,,
BC052040,197052.0,protein_coding,chr2
Phip,109357.0,protein_coding,chr9
Ppp1r15b,8640.0,,
Slc17a5,51553.0,,
Vstm2b,32266.0,protein_coding,chr7
Tbc1d19,94359.0,,
Cblb,176823.0,,
Satb2,184669.0,protein_coding,chr1
Pbx1,312906.0,,
Txnrd2,52689.0,,
Pde3b,123970.0,protein_coding,chr7
Gm28294,5105.0,,
Xrcc4,315581.0,,
Cep250,42442.0,,
Arl6,26442.0,,
Rbm41,109084.0,,
Rsf1os1,46763.0,,
9930021J03Rik,91587.0,,
Rps26,2213.0,,
Il34,64095.0,,
Vps35,39410.0,,
Mkx,70262.0,,
Sec24b,78794.0,,
Smyd3,566081.0,,
Naa20,14326.0,,
Abhd12,72248.0,,
Syngr1,28167.0,,
Gm26549,13900.0,,
Capzb,98919.0,,
Npdc1,10143.0,,
Smoc2,125284.0,protein_coding,chr17
Uqcrh,8106.0,,
Snrpd2,3820.0,,
Taf1c,7351.0,,
Bcl9l,29071.0,,
Pgrmc1,7873.0,,
Pias4,14657.0,,
Zbtb48,7897.0,,
Rapgef4os1,51193.0,,
Ankfn1,450985.0,,
Zfp407,461698.0,protein_coding,chr18
Zfp592,51483.0,protein_coding,chr7
Enox1,564997.0,,
Itpk1,136348.0,protein_coding,chr12
Cic,26455.0,,
Jmy,69707.0,,
Timm9,13511.0,,
Smpd3,85440.0,,
Med12l,312857.0,,
Med14,86704.0,,
Parvb,83645.0,,
Uqcrq,2909.0,,
Luc7l3,34098.0,,
Tsn,16961.0,,
Rnf157,76679.0,,
Cox7c,2088.0,,
Nebl,387555.0,,
Efnb3,6113.0,,
Tyro3,20371.0,,
Fam219a,51847.0,,
Pgs1,37719.0,,
Tada2a,50680.0,,
Dbi,7798.0,protein_coding,chr1
Tiam1,356658.0,protein_coding,chr16
Man1a,171824.0,protein_coding,chr10
Sfswap,70163.0,,
Chkb,3548.0,,
Aifm3,17874.0,,
Mvp,27761.0,protein_coding,chr7
Nadk,28623.0,,
Wipf3,74165.0,,
4930579G18Rik,4096.0,,
Cabp1,25692.0,protein_coding,chr5
Ptk7,65033.0,,
Fam193b,31804.0,,
Ccs,13966.0,,
Xndc1,18254.0,,
Rpl37,2495.0,,
Necab1,197549.0,protein_coding,chr4
Ap1ar,30516.0,,
Kcnn2,417164.0,protein_coding,chr18
B3gat3,6862.0,,
Apbb1,23170.0,,
Senp7,141674.0,,
Etv5,58410.0,protein_coding,chr16
Npr3,67391.0,protein_coding,chr15
Heg1,87206.0,,
Tmem150c,81936.0,,
Cx3cl1,10418.0,,
2810049E08Rik,37502.0,,
Rpl23,4910.0,,
Usp2,28606.0,,
Wwc1,142127.0,protein_coding,chr11
Scube1,120022.0,,
Banp,79508.0,,
Glrx2,33338.0,,
Ywhaq,27566.0,,
Ltbp4,32556.0,,
Rbbp6,36871.0,,
Inpp5f,85097.0,,
Dvl3,17028.0,,
Pmepa1,52075.0,,
Arel1,52752.0,,
Snx10,66778.0,,
Tmem150a,4315.0,,
Atf6b,7928.0,,
Maged1,6669.0,,
Cpeb4,63423.0,,
Herpud2,43688.0,,
Cfap45,25069.0,,
Hdac2,27345.0,,
Matr3,31697.0,protein_coding,chr18
Atp5f1,17401.0,,
Pygb,45023.0,,
Aftph,56505.0,,
Rarb,388317.0,protein_coding,chr14
Exosc7,22914.0,protein_coding,chr9
Gm14858,112976.0,,
Tef,24442.0,,
Slc25a42,27965.0,,
Ube3b,40562.0,,
Eif4g2,15280.0,,
Tpcn1,54520.0,,
Igfn1,52764.0,,
Obsl1,27142.0,,
Sbf1,27075.0,,
Gps1,4830.0,,
Gabrb2,209271.0,protein_coding,chr11
Pdcd4,37629.0,protein_coding,chr19
Wipf2,41402.0,,
Lrch2,83706.0,,
Gga3,19796.0,,
Slitrk4,12111.0,,
Txlna,14987.0,protein_coding,chr4
Ptprz1,177414.0,,
Otof,94870.0,,
Kdm2b,119158.0,protein_coding,chr5
Capns1,11875.0,,
Nipa1,42387.0,,
Tbc1d1,195181.0,protein_coding,chr5
Rnps1,11336.0,,
A230004M16Rik,262775.0,,
Nelfb,11777.0,,
Pgm2l1,51474.0,,
Lrrc49,119299.0,,
Khdrbs3,172791.0,protein_coding,chr15
Lrrc45,7203.0,protein_coding,chr11
Trim41,10949.0,,
Wdpcp,326754.0,,
Ppfia2,465613.0,protein_coding,chr10
Cisd3,2795.0,,
Gm3294,47288.0,,
Son,31715.0,,
Nnat,2444.0,,
2210408I21Rik,478244.0,,
Brd7,31155.0,,
Clmp,99357.0,,
Arhgef7,107498.0,,
Slmap,121763.0,,
Zscan22,11268.0,,
Gm26713,248155.0,,
Ppp5c,23284.0,protein_coding,chr7
Tro,12279.0,,
1110051M20Rik,169636.0,,
Ist1,21935.0,,
Trappc3,13558.0,,
Edrf1,35428.0,protein_coding,chr7
Arfgef2,92464.0,protein_coding,chr2
Gdap1,18909.0,,
Aqr,85854.0,,
Scamp1,84547.0,,
Ptpn3,110996.0,,
Mpdu1,5945.0,,
Ctdspl2,57641.0,,
Mrpl38,7051.0,,
Ankrd24,19070.0,,
Gpatch1,41904.0,,
Kdm4c,163363.0,,
Ablim2,127093.0,protein_coding,chr5
Arhgap17,90697.0,protein_coding,chr7
Usp35,22640.0,,
Pigt,10781.0,,
Gng3,2261.0,,
Ctsd,12127.0,,
Cd34,22460.0,,
Zfp810,30900.0,,
Wnk2,111711.0,,
Acsl3,49918.0,,
Bscl2,11216.0,,
Hps1,24873.0,,
Vps29,10615.0,,
Klf10,9243.0,,
B4galt6,61805.0,,
Atxn10,126967.0,,
Nsf,132274.0,protein_coding,chr11
Rabl6,25503.0,,
Rps8,2416.0,,
Hells,40136.0,,
Kcnf1,4788.0,,
Cfap69,84961.0,,
Mthfr,20474.0,,
Slc27a1,18420.0,,
Fto,354914.0,protein_coding,chr8
Recql5,40882.0,,
Gm1043,144177.0,,
Pnmal2,4146.0,protein_coding,chr7
Flot1,9561.0,protein_coding,chr17
Mllt6,22049.0,,
Ski,68517.0,,
Syt5,7776.0,,
Cttn,35276.0,,
Dip2b,180809.0,,
Csf2ra,4472.0,,
Narf,18603.0,,
Rhoa,31805.0,,
Thrb,377829.0,protein_coding,chr14
G3bp2,31573.0,,
Cyhr1,16722.0,,
Prr3,7695.0,protein_coding,chr17
Cbfa2t3,73968.0,protein_coding,chr8
Rnpep,21372.0,,
Nup210,103761.0,,
Gnb4,36253.0,,
Edf1,4235.0,,
Gm26854,30851.0,,
Dus3l,5336.0,,
Bptf,99046.0,,
Hinfp,13231.0,,
Myh9,81588.0,,
Usp14,52053.0,,
Dok5,147962.0,,
Slc26a8,52450.0,,
Kmt2c,226985.0,,
Wdr17,258129.0,,
Mapk1,64071.0,,
Rit2,343801.0,protein_coding,chr18
Rufy2,36987.0,,
Sept3,23122.0,,
March8,71516.0,,
Pum1,118243.0,,
Nrxn1,1059440.0,protein_coding,chr17
Btbd9,360964.0,,
Fancc,212235.0,,
Ahctf1,58786.0,,
Prdm11,81016.0,,
Lrp12,73405.0,,
Kif1c,31416.0,,
Add1,58644.0,,
Drosha,110476.0,protein_coding,chr15
Slc4a4,352835.0,,
Pcsk5,405313.0,protein_coding,chr19
Gm16310,1922.0,,
Nudt3,44113.0,,
Phlpp2,76129.0,,
Igdcc4,36454.0,protein_coding,chr9
Prpf31,12501.0,,
Zfp668,13781.0,protein_coding,chr7
Clip2,63051.0,,
Hdac6,17769.0,,
Zbtb34,25216.0,,
Ccdc117,13300.0,protein_coding,chr11
Ddx50,35323.0,,
Fbxw4,82058.0,,
Enpp5,7754.0,,
Napb,38482.0,,
Tnrc6b,229772.0,,
Arl6ip1,10771.0,,
Zranb1,55249.0,protein_coding,chr7
Slc44a2,34330.0,,
Tmprss7,37343.0,protein_coding,chr16
Slit3,587283.0,protein_coding,chr11
Gria3,277747.0,,
Peg3,26539.0,protein_coding,chr7
Tank,75586.0,,
Ncam2,426131.0,,
Cox7a2,4517.0,,
Usp50,74374.0,protein_coding,chr2
Pex3,29300.0,,
Rita1,18284.0,,
Nlgn3,26795.0,,
Slc7a8,59737.0,,
Rnf25,7649.0,,
Cabin1,118229.0,,
Col15a1,105006.0,protein_coding,chr4
2810032G03Rik,40761.0,,
Gatad2b,70229.0,,
Pdhb,7029.0,,
Rps16,2503.0,,
Bpnt1,25628.0,,
Carf,55706.0,,
Dock7,184244.0,,
Lhfpl4,27294.0,,
Nr4a3,41294.0,,
Tnpo2,20668.0,,
Ppfia4,36145.0,,
Cnpy2,5094.0,,
Ralgds,39956.0,,
Atp6v1b2,25065.0,,
Fam32a,4688.0,,
Polr1a,75882.0,,
Grb2,64552.0,,
Ypel1,17349.0,,
Fam129b,49140.0,,
Lypla1,40622.0,,
Mettl23,10985.0,,
Shisa7,19144.0,protein_coding,chr7
Ttc7b,220056.0,,
Tm9sf1,7841.0,,
Sccpdh,18979.0,,
Habp4,24713.0,,
Clip1,106823.0,protein_coding,chr5
Ahi1,127882.0,protein_coding,chr10
4930447C04Rik,59665.0,,
Vps36,28034.0,,
Panx1,43350.0,,
Nrcam,273079.0,,
Kcnh2,32015.0,,
Zfp704,183065.0,,
Nat9,5027.0,,
Cstf3,74906.0,,
S100pbp,41722.0,,
Ppwd1,23719.0,,
Btf3l4,19319.0,,
Adar,38424.0,,
Chuk,34145.0,,
Kcnj3,162175.0,,
BC005561,14259.0,,
Ddx10,149418.0,,
Atp13a2,20457.0,,
Rap1gap2,227559.0,protein_coding,chr11
Mmp16,266252.0,protein_coding,chr4
Sclt1,115794.0,,
Tceal5,2928.0,,
Klhl7,60187.0,,
Tmem38a,15227.0,,
Ppm1d,35822.0,,
Olfml2b,38257.0,,
Dnah9,337269.0,,
Ssr4,3802.0,,
Ddx47,12164.0,,
Dennd1b,215525.0,,
Uqcc2,11253.0,protein_coding,chr17
Lrrc73,3784.0,,
Clptm1,33462.0,protein_coding,chr7
Scrib,22626.0,,
Rsrc1,377006.0,,
Sorbs1,219026.0,,
Pls3,89528.0,,
Abtb1,6070.0,,
Slc30a9,51488.0,,
Ranbp9,78607.0,protein_coding,chr13
Atp6v0a1,54267.0,protein_coding,chr11
Mrpl53,,,
Ubxn4,35414.0,,
Fam13c,118255.0,,
Trpm2,62841.0,protein_coding,chr10
Igflr1,2535.0,protein_coding,chr7
Aldh3a2,44047.0,,
Tmem260,78122.0,,
Ccdc62,39216.0,,
Osbpl2,43374.0,protein_coding,chr2
Cab39,58135.0,,
Glce,65407.0,,
Mllt3,263439.0,,
Tomm40,14125.0,,
Spry2,4872.0,,
Fads2,38981.0,,
Acvr1c,90442.0,,
Slc2a8,9093.0,,
B3galt2,13950.0,,
Gfm2,43258.0,,
Usp46,69978.0,protein_coding,chr5
Dkk2,95012.0,protein_coding,chr3
Slit1,143408.0,,
Xpr1,141714.0,,
Sidt1,93016.0,protein_coding,chr16
Odc1,6711.0,,
Josd2,3682.0,,
Gm2824,45738.0,,
Cherp,14737.0,,
Sema4d,108218.0,,
Grk4,94926.0,,
Tmem87b,36143.0,,
Eif4e3,41636.0,,
Rasd2,10169.0,,
Atxn7l3,7331.0,,
