gene_name,gene_length,gene_type,gene_chr
Abce1,28278.0,,
Efcab5,99053.0,protein_coding,chr11
Prpf40b,21931.0,protein_coding,chr15
Actr3,42822.0,,
Mettl1,4951.0,protein_coding,chr10
Sesn3,58034.0,protein_coding,chr9
Mfn2,31105.0,protein_coding,chr4
Tsacc,14242.0,,
Trp53i11,14211.0,protein_coding,chr2
Gpr180,26103.0,,
Cspg5,18793.0,,
Tesk1,6125.0,,
Ago2,89091.0,protein_coding,chr15
Col6a4,107329.0,protein_coding,chr9
Fastk,6847.0,,
Ccdc73,150099.0,protein_coding,chr2
Mcmbp,44054.0,protein_coding,chr7
Rufy2,36987.0,protein_coding,chr10
Atp8b2,24027.0,protein_coding,chr3
Dbnl,12474.0,protein_coding,chr11
Polr3c,16138.0,protein_coding,chr3
Zfp445,21477.0,,
Ankrd16,12453.0,,
Hnrnpm,40627.0,protein_coding,chr17
Mapk4,136873.0,protein_coding,chr18
Pik3cb,103967.0,protein_coding,chr9
Canx,31712.0,,
4930517O19Rik,32197.0,processed_transcript,chr14
Phka2,96712.0,protein_coding,chrX
Pde8b,225882.0,protein_coding,chr13
Brd8,25986.0,,
Rab6b,73489.0,protein_coding,chr9
Inpp4a,110871.0,protein_coding,chr1
Ubc,4237.0,protein_coding,chr5
Pigx,15324.0,protein_coding,chr16
Atg3,29753.0,,
Rab36,17690.0,,
Psmd3,13425.0,protein_coding,chr11
Map3k5,208281.0,protein_coding,chr10
Otud5,35262.0,,
Pxn,49311.0,protein_coding,chr5
Rrp1,12659.0,protein_coding,chr10
Tbc1d13,18267.0,,
Ubqln4,15967.0,,
Ccdc107,3021.0,,
Bcl9l,29071.0,protein_coding,chr9
Srpk1,35061.0,protein_coding,chr17
Gcfc2,36246.0,,
Myo6,146698.0,,
Ccdc66,27370.0,,
Doc2a,5289.0,protein_coding,chr7
Naa30,18805.0,,
Tmem39b,20483.0,protein_coding,chr4
Pmm1,9822.0,protein_coding,chr15
Rprd1a,45244.0,,
Osbpl11,58241.0,,
Nsun2,102034.0,protein_coding,chr13
Gm12216,75838.0,protein_coding,chr11
Dpysl2,65824.0,protein_coding,chr14
Fars2,608868.0,protein_coding,chr13
Zfp148,123527.0,protein_coding,chr16
Tulp4,144691.0,protein_coding,chr17
Rc3h1,68560.0,,
Arpc1a,24931.0,,
Akap9,153256.0,protein_coding,chr5
Nol7,8707.0,,
Sf3b2,21523.0,protein_coding,chr19
Tmem30a,24564.0,,
Prr3,7695.0,protein_coding,chr17
Glcci1,87948.0,protein_coding,chr6
Rnf145,46556.0,protein_coding,chr11
Phf20,113486.0,protein_coding,chr2
Map2k7,9157.0,protein_coding,chr8
L3mbtl4,506289.0,protein_coding,chr17
Bcl7a,31158.0,protein_coding,chr5
Ftl1,1940.0,protein_coding,chr7
Ice1,85927.0,,
Soga1,63455.0,protein_coding,chr2
Aebp2,55809.0,protein_coding,chr6
Dhx9,31902.0,,
Zfp81,29536.0,,
Hax1,3334.0,,
Arhgap15,647129.0,protein_coding,chr2
A830009L08Rik,19095.0,lincRNA,chr13
Per2,43342.0,protein_coding,chr1
Morf4l1,23109.0,,
Cnrip1,27785.0,,
Me3,221967.0,protein_coding,chr7
Ndst1,64156.0,,
Rab12,25217.0,protein_coding,chr17
Tug1,9888.0,,
Homer2,107046.0,protein_coding,chr7
Tmem147,1839.0,protein_coding,chr7
Rps6kb2,9363.0,protein_coding,chr19
Edc4,14027.0,protein_coding,chr8
Csad,27725.0,,
Gmeb1,40577.0,protein_coding,chr4
Ube2e3,53169.0,protein_coding,chr2
Slc25a4,4487.0,,
E4f1,26535.0,protein_coding,chr17
Sars,20344.0,,
1700080N15Rik,9078.0,,
Ndufb7,4955.0,protein_coding,chr8
Wwp1,100690.0,protein_coding,chr4
Pdzd8,48602.0,protein_coding,chr19
Tln1,31172.0,,
Utp20,80197.0,protein_coding,chr10
Snd1,460023.0,protein_coding,chr6
Ulk4,321846.0,protein_coding,chr9
Nsg1,22715.0,protein_coding,chr5
Ctr9,27426.0,protein_coding,chr7
Tmem87a,48801.0,protein_coding,chr2
Fam20b,40554.0,protein_coding,chr1
Rnasek,1718.0,protein_coding,chr11
Tob2,10524.0,protein_coding,chr15
Nup153,48035.0,protein_coding,chr13
Dhx57,52167.0,protein_coding,chr17
Dgcr8,35298.0,,
Zfp385b,409005.0,protein_coding,chr2
Tbc1d22b,57113.0,,
Gas8,17816.0,protein_coding,chr8
Mvb12a,5163.0,protein_coding,chr8
Rbm4,9608.0,protein_coding,chr19
Fam49b,131381.0,protein_coding,chr15
Asxl2,79995.0,,
Zkscan3,15752.0,,
Serac1,37545.0,protein_coding,chr17
Gpaa1,3676.0,,
Zfyve27,30639.0,protein_coding,chr19
Gtf2f2,113928.0,protein_coding,chr14
Dpp3,21058.0,protein_coding,chr19
Mier1,51364.0,,
Cops2,28835.0,,
Lmf1,83741.0,protein_coding,chr17
Phip,109357.0,,
Lrrc45,7203.0,protein_coding,chr11
2700097O09Rik,34449.0,,
Tet2,81460.0,protein_coding,chr3
Malt1,48129.0,protein_coding,chr18
Cdk12,75445.0,protein_coding,chr11
Tbc1d9b,41389.0,protein_coding,chr11
Tbpl1,28059.0,protein_coding,chr10
Adck5,19458.0,protein_coding,chr15
Snx2,44549.0,protein_coding,chr18
Tsen2,33964.0,,
Msi2,379131.0,protein_coding,chr11
Xylt2,13664.0,protein_coding,chr11
Tll1,191340.0,protein_coding,chr8
Rps11,2060.0,,
Asap2,279712.0,protein_coding,chr12
Slitrk4,12111.0,protein_coding,chrX
Sergef,196653.0,protein_coding,chr7
Mmp24,43024.0,protein_coding,chr2
Mrpl9,7812.0,,
Cwh43,47360.0,protein_coding,chr5
Mms19,40071.0,protein_coding,chr19
Tusc3,159269.0,protein_coding,chr8
Garnl3,145430.0,,
Wwc2,166965.0,protein_coding,chr8
Vps35,39410.0,,
Shroom1,10561.0,protein_coding,chr11
Itfg1,123343.0,protein_coding,chr8
Med6,21451.0,,
Lnx1,110465.0,protein_coding,chr5
Zfp280c,52879.0,protein_coding,chrX
Ddrgk1,10699.0,protein_coding,chr2
Trim37,93606.0,protein_coding,chr11
Itgbl1,315647.0,protein_coding,chr14
Osbpl1a,186527.0,protein_coding,chr18
Ids,22015.0,protein_coding,chrX
Uso1,64860.0,,
Dnajc5,34648.0,,
Ap3b2,33526.0,protein_coding,chr7
Spg7,34818.0,protein_coding,chr8
Mpdu1,5945.0,protein_coding,chr11
Kmt2d,39535.0,protein_coding,chr15
Hnrnpa3,10146.0,,
Vps52,11223.0,,
Tsc1,49939.0,protein_coding,chr2
Rasa2,92317.0,protein_coding,chr9
Iqcb1,44336.0,,
Vstm2l,30066.0,protein_coding,chr2
Cdc7,20110.0,,
Sec14l2,26376.0,protein_coding,chr11
Tmod1,77097.0,protein_coding,chr4
Dclre1c,39999.0,protein_coding,chr2
Zfp236,99290.0,,
Nap1l1,24927.0,protein_coding,chr10
Tmem150c,81936.0,,
Fxyd6,25974.0,protein_coding,chr9
Mga,72353.0,,
Snrnp48,22727.0,,
Igfbp5,16952.0,protein_coding,chr1
Gm26827,63606.0,lincRNA,chr7
Brd2,10611.0,protein_coding,chr17
5031439G07Rik,44615.0,protein_coding,chr15
Phc3,70044.0,,
Cbfb,47315.0,protein_coding,chr8
Itgb3bp,164411.0,,
Gm20713,83134.0,processed_transcript,chr14
Ywhab,23628.0,protein_coding,chr2
Yars,29847.0,protein_coding,chr4
Cops8,10360.0,,
Nlgn3,26795.0,protein_coding,chrX
Slc45a4,68338.0,protein_coding,chr15
Rpusd1,3794.0,,
Foxj2,25452.0,protein_coding,chr6
Dimt1,13097.0,protein_coding,chr13
Nrf1,105470.0,,
Zmym6,46989.0,protein_coding,chr4
Ubqln1,39497.0,protein_coding,chr13
Dcaf8,48921.0,protein_coding,chr1
Inpp5b,59661.0,protein_coding,chr4
Hgs,16344.0,,
Wdr90,16730.0,protein_coding,chr17
Zfp821,19386.0,protein_coding,chr8
Insr,157556.0,protein_coding,chr8
Hmbox1,138271.0,protein_coding,chr14
Dhx40,38900.0,protein_coding,chr11
Fam126a,115414.0,protein_coding,chr5
Frs2,79107.0,protein_coding,chr10
9430015G10Rik,17283.0,,
Bicc1,236868.0,protein_coding,chr10
Tmx3,33113.0,,
Dtna,244580.0,protein_coding,chr18
Cyld,54917.0,,
Ppp1r1a,7724.0,,
Fktn,63892.0,protein_coding,chr4
Zfp512,29323.0,,
Nup188,57869.0,protein_coding,chr2
Rpl36al,1352.0,protein_coding,chr12
Ddx18,14154.0,protein_coding,chr1
Mettl16,57695.0,,
Rbmx,9506.0,protein_coding,chrX
Rab10,62541.0,protein_coding,chr12
Chkb,3548.0,,
Arhgap39,94185.0,protein_coding,chr15
Zfp932,13890.0,protein_coding,chr5
Sec61a1,15326.0,,
Sgsm3,34525.0,protein_coding,chr15
Rasgrf2,251256.0,protein_coding,chr13
Pou6f1,24666.0,,
Mcoln1,14775.0,,
Angpt2,51299.0,protein_coding,chr8
H13,39209.0,,
Dazap1,26922.0,protein_coding,chr10
Ptma,3986.0,,
Cnot6,41220.0,protein_coding,chr11
Tiam1,356658.0,protein_coding,chr16
Os9,25481.0,protein_coding,chr10
Zbtb46,71664.0,protein_coding,chr2
Rab28,83181.0,,
Ap1b1,55967.0,protein_coding,chr11
Uimc1,72420.0,,
Cars2,36806.0,protein_coding,chr8
Ttc4,16688.0,,
Gm15764,5315.0,processed_transcript,chr16
Zbtb11,35030.0,protein_coding,chr16
Col19a1,325582.0,protein_coding,chr1
Cpne5,82611.0,protein_coding,chr17
Glrx3,30980.0,protein_coding,chr7
Cers2,8808.0,protein_coding,chr3
Neurod1,4230.0,protein_coding,chr2
Strn,87283.0,protein_coding,chr17
Tbc1d17,14456.0,,
Btf3,7110.0,,
Rexo1,20638.0,protein_coding,chr10
Dhx38,17850.0,,
Pnmal1,4928.0,protein_coding,chr7
Gm28375,128209.0,antisense,chr1
Kirrel3,550822.0,protein_coding,chr9
Lrrcc1,38870.0,protein_coding,chr3
Ralgps2,135460.0,protein_coding,chr1
Gm11508,36015.0,antisense,chr11
Prpsap1,23357.0,protein_coding,chr11
Mmp17,26930.0,protein_coding,chr5
Cntln,247612.0,protein_coding,chr4
Rfc2,20439.0,protein_coding,chr5
Rftn1,198417.0,protein_coding,chr17
9530052E02Rik,46691.0,lincRNA,chr8
Mnat1,150271.0,protein_coding,chr12
Hic2,29858.0,protein_coding,chr16
Ncoa6,83238.0,protein_coding,chr2
Zdhhc20,57573.0,protein_coding,chr14
Scamp2,27852.0,protein_coding,chr9
Plekha3,21547.0,protein_coding,chr2
Gm15577,16917.0,,
Trim9,103081.0,protein_coding,chr12
Snupn,32328.0,protein_coding,chr9
Spns1,7390.0,protein_coding,chr7
Cox14,3885.0,protein_coding,chr15
Gtpbp2,8338.0,,
Gm15594,3201.0,antisense,chr6
Ptprr,256719.0,protein_coding,chr10
Nucks1,25787.0,,
Dnajb5,9611.0,protein_coding,chr4
Vat1l,168459.0,protein_coding,chr8
Ccdc85c,71823.0,protein_coding,chr12
Rbck1,16319.0,protein_coding,chr2
Kifap3,137526.0,,
Rpl9,3080.0,,
Vps8,221562.0,protein_coding,chr16
Smarcd3,33593.0,,
Rpl36,,,
Actr10,26861.0,protein_coding,chr12
Prkar2a,61122.0,protein_coding,chr9
Vstm2a,169586.0,protein_coding,chr11
Scpep1,31445.0,,
Armc8,90527.0,protein_coding,chr9
Rps25,3288.0,,
Clmp,99357.0,protein_coding,chr9
Dhcr24,28075.0,,
Gpc4,112231.0,protein_coding,chrX
Riok3,28646.0,,
2310061I04Rik,4754.0,protein_coding,chr17
Pfdn2,13584.0,,
Get4,17727.0,protein_coding,chr5
Cyth1,116573.0,protein_coding,chr11
Pnma2,9853.0,,
Zfp318,37189.0,,
Arhgap17,90697.0,protein_coding,chr7
Glyr1,35954.0,protein_coding,chr16
Cdc23,20784.0,,
Larp1,52970.0,protein_coding,chr11
Kdm3a,44018.0,protein_coding,chr6
Gm14330,9287.0,,
Maoa,68120.0,protein_coding,chrX
Memo1,96485.0,protein_coding,chr17
Gm13963,53987.0,antisense,chr2
Qars,8235.0,protein_coding,chr9
Hnrnpf,25298.0,protein_coding,chr6
Pds5b,136951.0,,
Ccser2,93841.0,,
Lclat1,135383.0,protein_coding,chr17
Tfcp2,53996.0,protein_coding,chr15
Ctnnal1,54253.0,protein_coding,chr4
4930599N23Rik,29839.0,antisense,chr6
Qsox2,28888.0,protein_coding,chr2
Coq5,17306.0,protein_coding,chr5
Rhbdl1,2830.0,protein_coding,chr17
Scfd1,72591.0,protein_coding,chr12
Drg2,14163.0,protein_coding,chr11
Pgap2,28359.0,protein_coding,chr7
Zranb1,55249.0,protein_coding,chr7
Uck2,62437.0,protein_coding,chr1
Tax1bp1,53051.0,protein_coding,chr6
Dnah2,128301.0,protein_coding,chr11
Gcdh,7528.0,,
Stub1,2899.0,protein_coding,chr17
Grik2,693933.0,protein_coding,chr10
Fam102a,34424.0,protein_coding,chr2
Rassf1,10712.0,protein_coding,chr9
Clvs1,182398.0,protein_coding,chr4
Sesn1,98489.0,protein_coding,chr10
Gm14372,38885.0,antisense,chr7
Mllt1,42804.0,protein_coding,chr17
Smyd2,41871.0,protein_coding,chr1
Gapdh,4752.0,protein_coding,chr6
Dvl2,11706.0,,
Cox4i1,5985.0,,
Rgs4,6165.0,protein_coding,chr1
Edf1,4235.0,protein_coding,chr2
Tubb2a,3733.0,protein_coding,chr13
Sp4,66507.0,protein_coding,chr12
Gtf2ird1,99060.0,protein_coding,chr5
Eml1,168660.0,protein_coding,chr12
Prkaca,23450.0,protein_coding,chr8
Zfp598,12329.0,protein_coding,chr17
Pcgf5,112661.0,protein_coding,chr19
Cdh20,226952.0,protein_coding,chr1
Fads1,13989.0,protein_coding,chr19
Tmem151a,14672.0,protein_coding,chr19
Pcdh10,57225.0,protein_coding,chr3
Comt,19966.0,protein_coding,chr16
Kdm2b,119158.0,protein_coding,chr5
Parg,95601.0,,
Arntl,106661.0,protein_coding,chr7
Gnl3l,34181.0,,
Cacna1h,59498.0,protein_coding,chr17
Letm1,43144.0,,
Hnrnpa1,6260.0,,
Cic,26455.0,protein_coding,chr7
Arih2,46444.0,protein_coding,chr9
Rsbn1,52516.0,protein_coding,chr3
Kdm6b,15167.0,protein_coding,chr11
Epc1,80157.0,protein_coding,chr18
Fgfr1op2,21995.0,protein_coding,chr6
Syap1,31390.0,,
Vegfa,15376.0,protein_coding,chr17
Fhod3,424878.0,protein_coding,chr18
Usp20,41307.0,protein_coding,chr2
Syt13,40960.0,protein_coding,chr2
Ap4e1,59192.0,protein_coding,chr2
Zfp579,12675.0,,
Tmem138,6884.0,,
Cdan1,133974.0,protein_coding,chr2
2310022A10Rik,28866.0,protein_coding,chr7
Ddx3x,13082.0,,
Stard3,22744.0,protein_coding,chr11
Plscr3,5682.0,protein_coding,chr11
Scap,51662.0,protein_coding,chr9
Stk10,91282.0,,
Slc39a12,106661.0,protein_coding,chr2
Tmco6,7358.0,,
Rps13,2690.0,protein_coding,chr7
Efr3a,86782.0,protein_coding,chr15
Gm13974,189879.0,lincRNA,chr2
Nol9,22173.0,protein_coding,chr4
Gm17477,3042.0,,
Cpd,68594.0,protein_coding,chr11
Ncaph2,17107.0,protein_coding,chr15
Bsdc1,26917.0,protein_coding,chr4
Nfatc3,71697.0,,
Wdr36,30369.0,,
Dclk2,134701.0,protein_coding,chr3
1810013L24Rik,28822.0,,
Atg4b,39110.0,,
Erc1,277371.0,protein_coding,chr6
3110082I17Rik,100788.0,protein_coding,chr5
Bbs1,19750.0,protein_coding,chr19
Zfyve1,50664.0,,
Bace1,25819.0,protein_coding,chr9
Ptbp3,77496.0,,
Purb,8318.0,,
Cep104,33538.0,protein_coding,chr4
Prkaa2,80016.0,protein_coding,chr4
Sfi1,61613.0,protein_coding,chr11
Cep95,30678.0,protein_coding,chr11
Klhdc2,14006.0,,
Sema3d,205563.0,protein_coding,chr5
Morn1,58928.0,protein_coding,chr4
Fsd1l,75538.0,protein_coding,chr4
Add1,58644.0,,
Kat7,35987.0,,
Dmtf1,42975.0,protein_coding,chr5
Bscl2,11216.0,,
Atl1,73803.0,,
Necap1,14467.0,,
Gm26854,30851.0,lincRNA,chr15
Zfhx2,32062.0,protein_coding,chr14
Heatr5a,95450.0,,
Spata5,159200.0,protein_coding,chr3
Lrrc57,5282.0,protein_coding,chr2
Gm26549,13900.0,lincRNA,chr17
Mn1,39671.0,protein_coding,chr5
Ptch1,65270.0,protein_coding,chr13
Trpm4,31148.0,protein_coding,chr7
Arid2,117474.0,protein_coding,chr15
Rbl2,53787.0,,
Nt5c3b,19487.0,,
Ipo13,20513.0,protein_coding,chr4
Prtg,110417.0,protein_coding,chr9
Ggact,97534.0,protein_coding,chr14
Slc16a11,3665.0,protein_coding,chr11
Emc10,6592.0,protein_coding,chr7
Grn,6733.0,protein_coding,chr11
Lage3,2342.0,,
Cog7,102348.0,protein_coding,chr7
Fbln2,60085.0,protein_coding,chr6
Iars,52167.0,,
Rbx1,10073.0,,
Gtpbp4,29752.0,,
Ston2,155378.0,protein_coding,chr12
Gm11418,6117.0,antisense,chr11
Wdr19,60719.0,protein_coding,chr5
Meaf6,28104.0,protein_coding,chr4
Glt8d1,10591.0,,
Snx10,66778.0,protein_coding,chr6
Cnnm2,118596.0,protein_coding,chr19
Rgl1,249591.0,protein_coding,chr1
Mettl9,43884.0,protein_coding,chr7
Panx2,13833.0,protein_coding,chr15
Acer3,114819.0,protein_coding,chr7
Dis3l,34532.0,,
Fam110b,464133.0,protein_coding,chr4
Stox2,266314.0,protein_coding,chr8
Ptp4a2,38784.0,protein_coding,chr4
Tmem245,80514.0,protein_coding,chr4
Pqbp1,4750.0,,
Tpra1,9987.0,protein_coding,chr6
Pomt1,18415.0,,
Zfp354c,16638.0,,
Tmem222,11747.0,,
Dpysl3,117302.0,protein_coding,chr18
Gak,60344.0,protein_coding,chr5
Xpo5,40816.0,protein_coding,chr17
Ddx39b,11961.0,protein_coding,chr17
Rnft2,54380.0,protein_coding,chr5
Atg10,288612.0,protein_coding,chr13
Polr2k,3000.0,,
Ddhd2,29250.0,protein_coding,chr8
H3f3b,6050.0,,
Cnnm3,16370.0,,
Slitrk3,10538.0,protein_coding,chr3
Ccnt1,32234.0,protein_coding,chr15
Wdr61,19784.0,protein_coding,chr9
Clta,28394.0,protein_coding,chr4
Pcif1,15150.0,,
Mogs,3402.0,,
Pmm2,24793.0,,
Ilkap,24954.0,protein_coding,chr1
Mau2,26611.0,,
Rab35,15828.0,protein_coding,chr5
Sntg1,938403.0,protein_coding,chr1
Ulk2,79424.0,,
4930480K15Rik,5933.0,,
4930570G19Rik,14993.0,processed_transcript,chr3
Dnajb14,48882.0,protein_coding,chr3
Plagl1,71190.0,,
Slc4a8,62221.0,protein_coding,chr15
Pnkp,5853.0,protein_coding,chr7
Ece1,102992.0,protein_coding,chr4
Prkci,57212.0,,
Ap4m1,8427.0,protein_coding,chr5
Gm16286,5976.0,,
Bahd1,24151.0,protein_coding,chr2
Tmeff1,77957.0,protein_coding,chr4
Zbtb4,18111.0,,
Jund,1667.0,protein_coding,chr8
Timp2,54671.0,protein_coding,chr11
Rcc2,22679.0,protein_coding,chr4
Itga10,18935.0,protein_coding,chr3
Mios,27052.0,,
Larp4,46293.0,,
Megf11,323579.0,protein_coding,chr9
Hinfp,13231.0,,
Ddx50,35323.0,,
Dhx33,20346.0,protein_coding,chr11
Phf1,4856.0,protein_coding,chr17
Pcyox1,11148.0,,
Smim14,90340.0,,
Galnt16,112695.0,protein_coding,chr12
Dyrk1b,7825.0,protein_coding,chr7
Gm17202,27087.0,,
Cbx5,48272.0,protein_coding,chr15
Pde1b,27018.0,,
Tnks1bp1,25026.0,protein_coding,chr2
Kcnc1,42207.0,protein_coding,chr7
Mtif2,18871.0,,
Yipf3,4457.0,protein_coding,chr17
Ppp3r1,41112.0,protein_coding,chr11
Ccm2,49857.0,protein_coding,chr11
Dgcr2,59080.0,protein_coding,chr16
Ptchd1,50359.0,protein_coding,chrX
Terf2ip,9130.0,protein_coding,chr8
Son,31715.0,,
Uhrf1bp1l,74880.0,,
Crebzf,5265.0,,
Mrpl10,7653.0,protein_coding,chr11
Cacna1g,65807.0,protein_coding,chr11
Mark4,34046.0,protein_coding,chr7
Dusp8,16353.0,protein_coding,chr7
Sgpp1,21480.0,,
Chic2,46786.0,protein_coding,chr5
Ankle2,25647.0,protein_coding,chr5
Mrpl4,6101.0,protein_coding,chr9
Fbxl6,3025.0,,
Cntnap5a,902567.0,protein_coding,chr1
Dpp7,4083.0,protein_coding,chr2
Efnb2,43808.0,protein_coding,chr8
Eif3b,24032.0,protein_coding,chr5
Txlna,14987.0,,
Zdhhc5,27210.0,protein_coding,chr2
Snap23,33584.0,protein_coding,chr2
Pigs,14367.0,protein_coding,chr11
D130043K22Rik,56135.0,protein_coding,chr13
Usp39,26506.0,,
Flywch1,18809.0,protein_coding,chr17
Bcl2l13,56630.0,protein_coding,chr6
Gpbp1l1,36224.0,protein_coding,chr4
Slc3a2,16487.0,protein_coding,chr19
Nme5,16481.0,,
Stard8,71480.0,protein_coding,chrX
Trim28,31921.0,protein_coding,chr7
Rbm34,23899.0,protein_coding,chr8
Ndufa13,8378.0,protein_coding,chr8
Paf1,6437.0,,
Ddx42,32213.0,,
Ndufs2,16535.0,protein_coding,chr1
Ing5,18136.0,,
Ctnnd1,50694.0,,
Gm15496,31304.0,antisense,chr3
Hint1,4118.0,protein_coding,chr11
Gtpbp3,11480.0,,
Dtx4,35116.0,protein_coding,chr19
Ccdc6,96079.0,protein_coding,chr10
Zfp26,31713.0,,
Acvr2b,32877.0,protein_coding,chr9
Syvn1,7136.0,protein_coding,chr19
Afg3l1,26013.0,protein_coding,chr8
Gm5577,24588.0,,
Wdr81,13773.0,,
Tmem196,75424.0,protein_coding,chr12
Pex16,6541.0,,
Atxn7l1os1,34860.0,antisense,chr12
Ndufaf4,6918.0,protein_coding,chr4
Pofut1,28714.0,protein_coding,chr2
Ap1m1,17367.0,,
Sugp1,29534.0,,
Hmgcll1,121495.0,,
Helq,36453.0,protein_coding,chr5
Gm4924,68627.0,,
Ddx10,149418.0,protein_coding,chr9
Alas1,15199.0,protein_coding,chr9
Rpl12,3786.0,,
Ccdc3,93102.0,protein_coding,chr2
Gps1,4830.0,protein_coding,chr11
Sdad1,26469.0,,
Stx4a,24725.0,protein_coding,chr7
Phlpp2,76129.0,,
Tsc2,36814.0,protein_coding,chr17
Zc3h12b,220959.0,protein_coding,chrX
Arf1,16858.0,protein_coding,chr11
Btbd11,273478.0,protein_coding,chr10
Tub,84122.0,protein_coding,chr7
Mlxip,63134.0,protein_coding,chr5
Chpt1,51328.0,protein_coding,chr10
Atad2b,130041.0,protein_coding,chr12
Tmem62,30835.0,protein_coding,chr2
Ccz1,26968.0,protein_coding,chr5
Trit1,38352.0,protein_coding,chr4
Babam1,7758.0,,
Wdr59,73295.0,,
Prrc2b,83455.0,protein_coding,chr2
Egr1,5161.0,,
Abhd6,53861.0,protein_coding,chr14
Atg7,217517.0,protein_coding,chr6
Hmgxb4,38622.0,protein_coding,chr8
Zfp865,16392.0,protein_coding,chr7
Chsy3,360598.0,protein_coding,chr18
Angel2,21850.0,protein_coding,chr1
Gm28294,5105.0,antisense,chr1
Mbd2,57942.0,protein_coding,chr18
Mxd1,22119.0,,
Cdk7,28308.0,protein_coding,chr13
Mylip,22280.0,,
Rhbdd3,7167.0,protein_coding,chr11
Gm20342,9719.0,,
Snx6,49354.0,,
Slco3a1,279361.0,protein_coding,chr7
Fermt2,71323.0,protein_coding,chr14
Pick1,20311.0,protein_coding,chr15
Setd3,72883.0,protein_coding,chr12
Clip2,63051.0,protein_coding,chr5
Rbbp4,28270.0,protein_coding,chr4
Scmh1,124905.0,protein_coding,chr4
Gm16552,9737.0,,
Ryr2,553843.0,protein_coding,chr13
Gaa,17567.0,protein_coding,chr11
Fam76b,27271.0,,
Bend6,55764.0,protein_coding,chr1
Adam12,348947.0,protein_coding,chr7
L3mbtl1,31050.0,protein_coding,chr2
Lsm1,18687.0,protein_coding,chr8
Plod3,9629.0,protein_coding,chr5
Rims1,519743.0,protein_coding,chr1
Pim3,3540.0,protein_coding,chr15
Timp4,10313.0,protein_coding,chr6
Pom121,18405.0,protein_coding,chr5
Pfdn5,5757.0,protein_coding,chr15
Uvrag,256120.0,protein_coding,chr7
Foxp4,57512.0,protein_coding,chr17
Rbm4b,10568.0,protein_coding,chr19
Tmco3,34734.0,protein_coding,chr8
Fat3,591096.0,protein_coding,chr9
Wiz,35384.0,protein_coding,chr17
Adck1,101170.0,protein_coding,chr12
Rsrc1,377006.0,protein_coding,chr3
Dalrd3,2888.0,protein_coding,chr9
Rab3gap2,82642.0,protein_coding,chr1
Cyfip1,90857.0,protein_coding,chr7
Gm3764,23146.0,lincRNA,chr3
Ube2v1,24457.0,,
Denr,21660.0,protein_coding,chr5
Trps1,235711.0,protein_coding,chr15
Gas6,29116.0,protein_coding,chr8
Chdh,31504.0,protein_coding,chr14
Phc1,22830.0,,
Ptger4,37526.0,protein_coding,chr15
Nelfe,5981.0,protein_coding,chr17
Aldh4a1,26824.0,protein_coding,chr4
Dicer1,64210.0,protein_coding,chr12
Hsdl1,13194.0,,
Nup88,26915.0,,
Disp2,31574.0,protein_coding,chr2
Gsk3a,9593.0,protein_coding,chr7
Ikbkb,47377.0,,
Eif2ak1,86463.0,protein_coding,chr5
Gal3st3,10407.0,protein_coding,chr19
Kpnb1,28167.0,protein_coding,chr11
Actn2,71334.0,protein_coding,chr13
Arfgef1,95099.0,protein_coding,chr1
Gmpr,46356.0,,
Hspbp1,24547.0,protein_coding,chr7
Dennd5b,113609.0,protein_coding,chr6
Gm21860,,,
Recql5,40882.0,protein_coding,chr11
Ppp1r14b,2356.0,protein_coding,chr19
Zfp668,13781.0,,
Rab24,2203.0,protein_coding,chr13
Ercc6,67469.0,protein_coding,chr14
Zfp804b,575746.0,protein_coding,chr5
2210408F21Rik,117053.0,processed_transcript,chr6
Rnf144a,114290.0,protein_coding,chr12
Ssrp1,9875.0,,
Rnf214,43486.0,protein_coding,chr9
Magt1,43822.0,protein_coding,chrX
Shc2,19867.0,protein_coding,chr10
Tbc1d22a,284044.0,protein_coding,chr15
Ogfod2,3186.0,protein_coding,chr5
Nfe2l1,12554.0,,
Hs6st1,38046.0,protein_coding,chr1
Edem2,27798.0,protein_coding,chr2
Zscan26,11550.0,protein_coding,chr13
Apba3,6286.0,protein_coding,chr10
Runx2,318810.0,protein_coding,chr17
Cox16,126101.0,,
Snx27,85172.0,,
Mt3,1539.0,,
Alg13,56646.0,,
Ctnnbl1,154213.0,protein_coding,chr2
Katnb1,21963.0,,
Trmt2a,6093.0,,
Hars,16677.0,,
Gstz1,17558.0,protein_coding,chr12
Dkk2,95012.0,protein_coding,chr3
Mcph1,208058.0,protein_coding,chr8
Sec23b,34520.0,,
Wnk3,122074.0,,
Gm16168,72950.0,antisense,chr17
Slc1a3,76640.0,protein_coding,chr15
Junb,4234.0,protein_coding,chr8
Ift74,78738.0,protein_coding,chr4
Ssr4,3802.0,protein_coding,chrX
Cct7,16961.0,protein_coding,chr6
Zscan22,11268.0,protein_coding,chr7
Mmd2,46442.0,protein_coding,chr5
Ypel3,3559.0,protein_coding,chr7
Chrm3,485361.0,protein_coding,chr13
Sh2b1,8430.0,protein_coding,chr7
Acss2,67776.0,protein_coding,chr2
Zfand5,14562.0,,
Gpr26,27945.0,protein_coding,chr7
Ddx55,16796.0,protein_coding,chr5
Mpnd,11079.0,protein_coding,chr17
Rpn2,47302.0,protein_coding,chr2
Kifc5b,15492.0,protein_coding,chr17
Zbtb44,45241.0,,
