gene_name,gene_length,gene_type,gene_chr
R3hdm4,11156.0,,
Lman2l,25400.0,,
Spcs1,1846.0,,
Exoc2,160174.0,protein_coding,chr13
Map7d1,24176.0,,
Anapc5,33880.0,,
Kctd4,11197.0,,
Slc30a3,22131.0,,
Prickle1,96777.0,,
Atxn7,145862.0,,
Fndc4,3838.0,,
Dennd5a,66690.0,,
Frmd3,188772.0,protein_coding,chr4
Usp29,236641.0,,
Acap2,108833.0,,
Ndfip2,50725.0,,
1700019D03Rik,97855.0,protein_coding,chr1
Cacna2d2,129731.0,,
Slc6a7,18842.0,,
Rps12,2092.0,protein_coding,chr10
Gpr85,5484.0,protein_coding,chr6
Cct2,12813.0,protein_coding,chr10
Nav2,701374.0,protein_coding,chr7
Gm14443,9616.0,,
Ehbp1,336464.0,protein_coding,chr11
Gde1,17233.0,,
Brd3,62083.0,,
Epha6,952048.0,protein_coding,chr16
Rap2a,28750.0,,
Creb3l2,114891.0,protein_coding,chr6
Eif5a,5244.0,,
Tsga10,111653.0,,
Psmg2,12563.0,,
Fam13a,92459.0,,
Rnpep,21372.0,,
Srrm4,152542.0,protein_coding,chr5
Nyap2,264814.0,protein_coding,chr1
Lnpep,103640.0,,
Ube2h,93250.0,protein_coding,chr6
Abhd17a,6687.0,,
Atraid,6311.0,,
Pcdh10,57225.0,protein_coding,chr3
Fggy,369432.0,protein_coding,chr4
Eva1c,78390.0,protein_coding,chr16
Acsl6,60958.0,,
Clec2l,17798.0,,
Dzip1,49940.0,,
Iqch,181038.0,,
Has1,11882.0,protein_coding,chr17
Atg2b,69075.0,,
Zfp937,22652.0,,
Acad9,26874.0,protein_coding,chr3
Polq,83631.0,protein_coding,chr16
Rasgrf1,117069.0,,
Akr1b3,15044.0,,
Cntln,247612.0,,
Rps13,2690.0,,
Ngf,51094.0,,
Zfp68,16109.0,,
Chchd3,269284.0,,
Clasrp,23451.0,protein_coding,chr7
Pcp4,58187.0,,
Lrig1,95629.0,,
Atp1b3,31787.0,,
Prune2,267814.0,,
Lrrc49,119299.0,,
Clgn,38685.0,,
Ndufc2,7799.0,protein_coding,chr7
Myo3b,390072.0,protein_coding,chr2
Itgb3bp,164411.0,protein_coding,chr4
Ppfia2,465613.0,protein_coding,chr10
Coq10a,5897.0,,
Gm28379,30750.0,,
Tiam2,204771.0,protein_coding,chr17
Pld3,21218.0,,
Ndufs2,16535.0,,
Gm10010,12805.0,,
Jmjd1c,160201.0,protein_coding,chr10
Pak3,279205.0,protein_coding,chrX
Ndufa8,13080.0,,
Podxl2,32486.0,,
Nxph2,80727.0,protein_coding,chr2
Adamts10,29578.0,,
Gpr180,26103.0,,
Rsf1os1,46763.0,,
Arxes1,1579.0,,
Fam110b,464133.0,protein_coding,chr4
Gne,50102.0,,
Efr3b,76361.0,,
Zfp738,28386.0,,
Kansl1l,98314.0,protein_coding,chr1
Pid1,327884.0,,
Palm,27324.0,,
Atp13a3,93552.0,protein_coding,chr16
Gm16599,142898.0,,
Hgs,16344.0,,
Pcbp1,1829.0,,
Rpl18a,2690.0,,
Fnip1,80036.0,,
Gm10076,,,
Mrap2,39739.0,,
Ube2q1,10384.0,,
Dact3,12145.0,,
Rnf17,122451.0,,
Kank4,62639.0,,
Cct6a,59373.0,,
Guk1,8337.0,,
Ctdnep1,9445.0,,
Tspan9,182198.0,protein_coding,chr6
Trappc9,471584.0,,
Cxxc4,25677.0,protein_coding,chr3
Nr3c1,108876.0,protein_coding,chr18
Rusc1,9330.0,,
4921534H16Rik,8755.0,,
Kank1,197521.0,,
Higd1a,9799.0,,
Irf3,5200.0,protein_coding,chr7
1110038F14Rik,2473.0,,
Ckap4,7757.0,,
Akt3,238130.0,protein_coding,chr1
Hdac6,17769.0,,
Cntnap1,20201.0,,
Spata1,42557.0,protein_coding,chr3
Rbm20,189774.0,,
Glrx2,33338.0,,
Gm13629,105146.0,antisense,chr2
Ensa,7109.0,,
Unc5c,369708.0,protein_coding,chr3
Dcp1a,47528.0,,
Pdss2,243396.0,protein_coding,chr10
Pard3,548393.0,protein_coding,chr8
Mxi1,65292.0,protein_coding,chr19
Gm6994,27385.0,protein_coding,chr14
Uvrag,256120.0,protein_coding,chr7
Coa3,1146.0,,
Rgl1,249591.0,protein_coding,chr1
Phf1,4856.0,,
Ndufa7,13745.0,,
Polr2i,1442.0,,
Kcnq3,300255.0,protein_coding,chr15
4930556N13Rik,29791.0,,
Eno1,12158.0,,
Tomm22,2539.0,,
Erc1,277371.0,,
Bri3bp,18802.0,,
Map1lc3b,8399.0,protein_coding,chr8
Rnf220,225589.0,protein_coding,chr4
Sncb,7735.0,,
Gm13832,63785.0,antisense,chr5
Ftx,62883.0,lincRNA,chrX
Ugcg,33576.0,,
Map3k13,139093.0,,
Rapgef4os1,51193.0,,
Tmem30a,24564.0,protein_coding,chr9
Atl1,73803.0,,
Usp19,11735.0,,
Mbd5,375897.0,,
Sgms2,172426.0,,
C1ql3,8349.0,,
Rmst,94133.0,,
Pxn,49311.0,protein_coding,chr5
Utp14b,13474.0,,
Tnk2,39619.0,,
Fstl5,635749.0,protein_coding,chr3
Cast,116442.0,,
Slc44a1,182065.0,,
Gng2,105068.0,protein_coding,chr14
Extl2,21555.0,,
Ppfia3,27897.0,protein_coding,chr7
Tln1,31172.0,,
Polr3b,104886.0,,
Tenm2,1229308.0,protein_coding,chr11
Upf3b,18644.0,,
Mapk8ip2,10555.0,,
Zranb3,148863.0,protein_coding,chr1
Cfl1,4746.0,,
Cep250,42442.0,protein_coding,chr2
Odf2,42525.0,,
Asb3,217288.0,protein_coding,chr11
Rpl3,14077.0,,
Scmh1,124905.0,,
Hook2,12746.0,,
Gm26633,35270.0,,
Serp2,24075.0,protein_coding,chr14
Crlf3,34498.0,,
Cobl,228352.0,,
Dnajc6,146151.0,protein_coding,chr4
Zfyve28,93556.0,protein_coding,chr5
Rtn3,57380.0,,
Lypd6b,161161.0,,
Tln2,342616.0,,
Angptl2,31648.0,,
Hspbp1,24547.0,,
Mrpl41,,,
Rpl15,3568.0,,
Stag2,127868.0,,
Cope,10475.0,,
Ccnl2,12054.0,,
Arhgdia,3520.0,,
Rapgef6,176438.0,protein_coding,chr11
Tsen34,8161.0,,
Iffo1,16541.0,,
Ubxn11,25023.0,,
Capns1,11875.0,,
L1cam,42327.0,,
Erp29,23916.0,,
Oat,18920.0,,
Maz,4907.0,,
Sult4a1,29657.0,,
Tmem218,16477.0,,
Reln,460248.0,protein_coding,chr5
Serf2,9118.0,,
Dock11,187730.0,,
9330182L06Rik,215707.0,protein_coding,chr5
Slc30a1,6480.0,,
Fut9,190912.0,protein_coding,chr4
Eml2,30061.0,,
1500011B03Rik,15272.0,,
Zfp786,11601.0,,
Ctdp1,61736.0,protein_coding,chr18
Tpk1,321277.0,,
Tomm20,15177.0,,
Apc2,22286.0,,
Ephb1,432565.0,protein_coding,chr9
Rpl18,5379.0,,
Dnah5,268300.0,,
Arfgap2,11957.0,,
Phf14,173396.0,protein_coding,chr6
Nup37,31398.0,,
BC004004,45277.0,,
Cttn,35276.0,protein_coding,chr7
U2af2,17795.0,,
Gm11817,15238.0,,
Ahdc1,66850.0,protein_coding,chr4
Krcc1,13642.0,,
Cacng7,35266.0,protein_coding,chr7
Timm13,1519.0,,
Zcwpw2,164259.0,,
Tbc1d9b,41389.0,,
Mtfp1,3965.0,,
Actl6b,16065.0,,
Zfp169,25804.0,,
Zkscan1,22738.0,,
Ptpn1,47328.0,,
Tspan3,33752.0,protein_coding,chr9
Thop1,12524.0,protein_coding,chr10
Zfp458,23548.0,,
Psma7,6059.0,,
Atxn7l3b,3571.0,protein_coding,chr10
Lrch2,83706.0,,
Mrpl18,4996.0,,
Aup1,3287.0,,
Usp11,16633.0,,
Cyp2u1,14786.0,protein_coding,chr3
Tiparp,27108.0,protein_coding,chr3
Rab27b,162474.0,,
Slc22a23,166024.0,protein_coding,chr13
Hnrnpl,13725.0,,
Wipf1,100124.0,protein_coding,chr2
Pick1,20311.0,protein_coding,chr15
Slirp,8310.0,,
Spata7,41658.0,protein_coding,chr12
Ints3,42234.0,,
Crocc,43913.0,,
Cep170,80414.0,protein_coding,chr1
Ash2l,31698.0,,
Mcrs1,9144.0,,
Blcap,14912.0,,
Nob1,12565.0,,
Ldb1,13644.0,,
Dennd6b,14283.0,,
Hyou1,12879.0,,
Golga2,20537.0,,
Trim46,12132.0,,
Fabp3,6868.0,,
Ddhd2,29250.0,,
Ero1l,35684.0,,
Ccdc22,11708.0,,
Gga1,17395.0,protein_coding,chr15
Lrpap1,14265.0,,
Msrb3,118005.0,,
Grb10,108175.0,,
Nrxn1,1059440.0,protein_coding,chr17
Fgd4,183632.0,,
Intu,173488.0,protein_coding,chr3
Gm10785,26744.0,,
Chrd,9257.0,,
Myo18a,102734.0,,
Mrvi1,114195.0,,
Gramd1a,25769.0,protein_coding,chr7
Chpf2,7815.0,,
Mpdz,164315.0,protein_coding,chr4
Eif3i,8688.0,,
Tmx4,49960.0,,
Top3b,22254.0,,
Pcdh19,106127.0,protein_coding,chrX
Tmed4,4501.0,,
Penk,5288.0,,
Idh3g,7934.0,,
Ranbp9,78607.0,,
Htr1b,5537.0,protein_coding,chr9
Arl6ip1,10771.0,protein_coding,chr7
Wipf2,41402.0,,
Cct5,11004.0,,
Lgi2,32945.0,,
Arx,11912.0,protein_coding,chrX
Acaa1a,10623.0,,
Unc13a,47340.0,,
Rab3gap2,82642.0,protein_coding,chr1
Nelfb,11777.0,,
Rps6,2752.0,,
Clptm1,33462.0,,
Nit1,7638.0,,
Gm17066,5286.0,,
Ubqln2,3343.0,,
Fam184a,117978.0,,
Mid1,320537.0,protein_coding,chrX
Cox14,3885.0,,
Zc2hc1a,50353.0,,
Khdrbs3,172791.0,protein_coding,chr15
Hras,4900.0,,
Slc16a11,3665.0,,
Colgalt1,13913.0,,
Plekhm2,39165.0,protein_coding,chr4
Wdr17,258129.0,protein_coding,chr8
Pdcl3,11630.0,,
Chkb,3548.0,,
Ppp1r16a,23304.0,,
Tmem47,27174.0,,
Rps14,31448.0,protein_coding,chr18
Cyth3,87803.0,,
Incenp,27255.0,,
Sod1,5575.0,,
Luzp1,85019.0,protein_coding,chr4
Adap1,53746.0,,
Pvt1,340110.0,lincRNA,chr15
Vwc2l,159682.0,protein_coding,chr1
Lgi1,47678.0,protein_coding,chr19
Reep2,6874.0,,
Rpl14,3210.0,,
Dctn4,32581.0,,
Mtx2,52628.0,,
Rapgef2,224001.0,protein_coding,chr3
Zdhhc15,134095.0,,
Fam129a,150753.0,protein_coding,chr1
Cd163l1,12878.0,,
Luzp2,433387.0,protein_coding,chr7
Tdrp,23024.0,,
Caly,12668.0,,
Ftl1,1940.0,,
Jak1,112915.0,,
Gas2l1,11195.0,,
Prnp,28501.0,,
Hnrnpk,12201.0,,
Gad2,71669.0,protein_coding,chr2
Srcin1,66846.0,,
Tmem65,41369.0,,
4732463B04Rik,14338.0,,
Slc17a7,12193.0,,
Snhg9,,,
Srrm1,32837.0,,
Rps18,4002.0,,
Cabin1,118229.0,,
Memo1,96485.0,protein_coding,chr17
Wdr25,134821.0,protein_coding,chr12
Ube2v1,24457.0,,
Pacsin1,55973.0,protein_coding,chr17
Uqcrb,4761.0,,
Dicer1,64210.0,,
Adarb2,565881.0,protein_coding,chr13
Fbxl19,24940.0,,
Tmod1,77097.0,protein_coding,chr4
Atp2b2,298782.0,,
Ddx17,19005.0,,
Ccdc148,339613.0,protein_coding,chr2
Hs3st4,416120.0,,
Lonp2,99830.0,protein_coding,chr8
Creb1,71903.0,,
Clock,94924.0,,
Echdc1,34303.0,protein_coding,chr10
Eaf2,82119.0,protein_coding,chr16
Emc4,5016.0,protein_coding,chr2
Fads3,18541.0,,
Mrpl30,8058.0,,
Snx30,98897.0,,
Rgs17,96737.0,protein_coding,chr10
Tmem164,162088.0,,
Mthfs,167037.0,,
Tmem161b,73845.0,,
Rpl39,2882.0,,
Myg1,6430.0,,
4930419G24Rik,63830.0,,
Ndufb11,2293.0,,
Ptprf,83192.0,,
Stk35,31770.0,,
Col26a1,141450.0,protein_coding,chr5
Uqcrc1,12990.0,,
Gpaa1,3676.0,,
Dcaf8,48921.0,,
Bicc1,236868.0,,
Usp54,92151.0,,
Scn3a,110509.0,protein_coding,chr2
4930517O19Rik,32197.0,,
St8sia2,74571.0,,
A930029G22Rik,22644.0,,
Spry2,4872.0,protein_coding,chr14
Frmpd1,101061.0,,
Dyrk2,14606.0,,
Csnk1e,37710.0,,
Gm28375,128209.0,,
Cwc27,186002.0,protein_coding,chr13
Mrpl34,,,
Slc22a14,196098.0,,
St6gal2,69199.0,protein_coding,chr17
Atg4b,39110.0,,
Mtmr7,83702.0,protein_coding,chr8
Gm27200,,,
Dhrs1,6670.0,,
Hdgf,9811.0,,
Saraf,16246.0,,
Tmem184c,14716.0,,
Parp4,84175.0,,
Rnaseh2a,13157.0,,
D430042O09Rik,166905.0,protein_coding,chr7
Ergic3,10234.0,,
Zmym2,76048.0,,
Cuedc1,96082.0,protein_coding,chr11
Panx1,43350.0,,
Tub,84122.0,,
Dmtn,34785.0,,
Miat,16167.0,,
Ndufb3,9580.0,,
Tomm40,14125.0,,
Gm3448,45750.0,,
Uckl1,15743.0,,
Gpr158,463005.0,protein_coding,chr2
Taf4b,117114.0,,
Gm15336,56443.0,,
Rsph3a,34210.0,,
Rpl26,5406.0,,
Usp3,78505.0,,
Zfp516,94651.0,,
Asah2,125614.0,,
Fcho1,17329.0,protein_coding,chr8
Cluh,21352.0,,
Pnck,4123.0,protein_coding,chrX
Ammecr1,115582.0,protein_coding,chrX
Peak1,216941.0,protein_coding,chr9
Irf2bp2,5690.0,protein_coding,chr8
Gm1992,46966.0,,
Zfp407,461698.0,protein_coding,chr18
Dusp16,77157.0,,
Cyp2r1,13290.0,,
Clk3,15236.0,protein_coding,chr9
Gm17435,12565.0,,
Ap1s1,11142.0,,
E130311K13Rik,14788.0,protein_coding,chr3
Kcnb1,94186.0,protein_coding,chr2
Psmd14,88682.0,,
Nptxr,18415.0,,
Agbl1,894811.0,,
Cnih2,5653.0,,
Cyp46a1,27853.0,,
Celsr2,24701.0,,
Ndufv2,22921.0,protein_coding,chr17
Gm15489,20393.0,,
Timm50,6556.0,,
Cryz,26471.0,,
Svil,198759.0,,
Atp2a2,48712.0,,
Tnpo2,20668.0,,
Invs,152194.0,protein_coding,chr4
Tcf12,269183.0,,
Prdm5,158022.0,,
Thoc1,37583.0,,
Pnmal2,4146.0,,
Prpf6,63792.0,,
Aars,24520.0,protein_coding,chr8
Matr3,31697.0,,
Mamld1,105800.0,,
BC052040,197052.0,,
Mcts1,12848.0,,
Paqr3,29267.0,,
Tcf25,30082.0,,
Vopp1,97352.0,protein_coding,chr6
Sugp2,45689.0,,
Mllt6,22049.0,protein_coding,chr11
Mbd6,7062.0,,
Pianp,6402.0,,
Rab33b,12312.0,,
Ntan1,16606.0,,
Tmem186,4483.0,,
Ccl27a,4780.0,,
Emc7,17165.0,,
Grm8,860059.0,protein_coding,chr6
4933413L06Rik,13247.0,antisense,chr13
F8,209900.0,,
Arfgap1,15301.0,,
Ubac2,142414.0,,
Maged2,7975.0,,
Cntfr,39591.0,,
Col4a3bp,97549.0,protein_coding,chr13
Eya4,247823.0,protein_coding,chr10
Agap1,442811.0,protein_coding,chr1
Basp1,50487.0,protein_coding,chr15
Sh3bgrl2,90474.0,protein_coding,chr9
Hap1,8801.0,,
Ndn,3693.0,,
Alas1,15199.0,,
Jak2,61252.0,protein_coding,chr19
Ebp,8183.0,protein_coding,chrX
Pcdh11x,620360.0,,
Degs1,7032.0,,
Hdac5,35734.0,protein_coding,chr11
Gm4221,89149.0,lincRNA,chr18
Pex5,18251.0,,
Lgr4,96610.0,protein_coding,chr2
4930452B06Rik,235048.0,protein_coding,chr14
Osgepl1,12719.0,,
Cspg5,18793.0,,
Armcx1,3954.0,,
Tmem189,47214.0,,
Zfp428,8676.0,protein_coding,chr7
Chd5,51543.0,protein_coding,chr4
Mff,27504.0,,
Specc1,266250.0,protein_coding,chr11
Asb8,30988.0,,
Atp2b4,101584.0,,
4933406I18Rik,99682.0,,
Nbas,314678.0,protein_coding,chr12
Uba1,24853.0,,
Sap30l,8580.0,,
Dnah7b,307235.0,,
Fam131b,9331.0,,
Higd2a,,,
Rab24,2203.0,,
Zfp618,174135.0,,
Orc3,44148.0,,
Gm5441,102501.0,antisense,chr12
Aven,141609.0,,
Tango2,47278.0,,
Mbd3,7011.0,,
Dmwd,6549.0,,
Atp9b,199919.0,,
Tspyl1,3085.0,,
Sox4,4794.0,protein_coding,chr13
Zfhx2,32062.0,,
Psmd12,24878.0,,
Efcab2,78428.0,,
Phf12,47785.0,,
Synpr,331560.0,,
Araf,62705.0,,
Gba2,11945.0,,
Med28,9047.0,,
Fam102b,56610.0,,
St6gal1,135610.0,,
Eif3c,19956.0,,
Ppp1r12c,20160.0,,
Wls,98992.0,protein_coding,chr3
Gm4924,68627.0,,
Ptgr2,30600.0,,
Ap2a2,70838.0,,
Faah,50781.0,protein_coding,chr4
Clstn1,62431.0,protein_coding,chr4
Lrsam1,36398.0,,
Nrsn2,7883.0,,
Grin2a,427662.0,,
Csdc2,14182.0,,
Ufl1,33221.0,,
Eef1g,11438.0,,
Srp9,7670.0,,
Cops3,22043.0,protein_coding,chr11
Kmt2b,19868.0,protein_coding,chr7
Parg,95601.0,protein_coding,chr14
Maml2,411431.0,protein_coding,chr9
Ndufs3,10193.0,,
Uso1,64860.0,,
Chrna7,113877.0,protein_coding,chr7
Hip1,138589.0,,
Nedd8,9861.0,,
Nwd1,71165.0,,
Zfp148,123527.0,,
Nars2,113253.0,,
Timm44,16182.0,,
Elp3,62626.0,protein_coding,chr14
Fbxw11,104092.0,,
Tmem132b,260809.0,protein_coding,chr5
St3gal1,73955.0,,
Ap3d1,35308.0,,
Flywch1,18809.0,,
Zmynd19,12283.0,,
Pdgfd,210266.0,,
Vcl,104278.0,,
Gm28050,73824.0,lincRNA,chr5
Grip1os3,26012.0,,
Pou2f1,137524.0,protein_coding,chr1
Adrm1,4801.0,,
Srgap1,266324.0,protein_coding,chr10
9330104G04Rik,3539.0,,
Lifr,106875.0,,
Gab3,118615.0,,
Ano5,87680.0,,
Ogfod1,30723.0,protein_coding,chr8
Ebf1,390774.0,protein_coding,chr11
Arhgap5,68003.0,,
Furin,16851.0,,
Syndig1,175181.0,protein_coding,chr2
Galnt7,129204.0,protein_coding,chr8
Pithd1,11804.0,,
BC005561,14259.0,,
Akap9,153256.0,protein_coding,chr5
Tmem161a,11325.0,,
Pcdh8,4537.0,,
Rbm33,102118.0,protein_coding,chr5
Gm27017,18362.0,lincRNA,chr14
Ints1,24392.0,,
Taz,8239.0,,
Erich1,62740.0,,
Apba3,6286.0,,
Tmem107,2487.0,,
Rcor3,39516.0,,
Tmem145,10089.0,,
Ppp2r1b,48928.0,,
Kcnd1,15991.0,,
Naa30,18805.0,,
Romo1,1758.0,,
Lrfn3,7283.0,,
Ypel5,14742.0,,
Ppp2r3a,146711.0,protein_coding,chr9
Ramp1,45374.0,,
Map3k12,19418.0,,
Rabgap1l,574037.0,protein_coding,chr1
Ppm1b,67250.0,,
Rbm3,6905.0,,
Ugt8a,73348.0,,
Gm28153,63502.0,,
Atp6v1e1,28488.0,,
Plekhm3,170841.0,,
Dnajc5,34648.0,,
Gm26879,7273.0,,
Rcor1,76550.0,,
Nlgn3,26795.0,,
Metap1d,71918.0,protein_coding,chr2
Pard3b,1003460.0,protein_coding,chr1
Far1os,34498.0,,
2900026A02Rik,134913.0,protein_coding,chr5
Enox2,278552.0,,
Churc1,17642.0,,
Snx17,5916.0,,
Ptpdc1,47792.0,,
Col24a1,259539.0,protein_coding,chr3
B4galnt1,7105.0,,
Ddt,2184.0,,
Chchd7,12158.0,,
Ndufa6,4182.0,,
Nme7,133604.0,,
Pphln1,93160.0,,
Thyn1,7626.0,,
Golgb1,57945.0,protein_coding,chr16
Kcna6,32345.0,,
Nxph1,300601.0,protein_coding,chr6
Helz,145896.0,,
Gm11099,48184.0,,
5330438D12Rik,74463.0,pseudogene,chr10
Strn4,25042.0,protein_coding,chr7
B830012L14Rik,7001.0,,
Avl9,47013.0,protein_coding,chr6
Tceal6,2000.0,,
Bax,5201.0,protein_coding,chr7
Scn3b,22401.0,protein_coding,chr9
Foxj2,25452.0,,
Zer1,27302.0,,
Clasp2,178209.0,protein_coding,chr9
Tmem170b,35448.0,,
Strap,16854.0,,
Mcur1,21798.0,,
Tspan12,81120.0,,
Fzd3,70014.0,,
Klhdc3,6364.0,,
Msra,333278.0,protein_coding,chr14
Hccs,70179.0,protein_coding,chrX
Il15ra,29027.0,,
Zfp317,27629.0,,
Dph6,138548.0,,
Eif3k,10492.0,protein_coding,chr7
Rpap1,24233.0,,
Syt16,275606.0,protein_coding,chr12
Nup160,59113.0,,
Tox,305204.0,protein_coding,chr4
Ran,4254.0,,
Sun1,49203.0,,
Clip4,95800.0,,
Gad1os,73417.0,,
Grm3,239629.0,protein_coding,chr5
Commd6,7705.0,protein_coding,chr14
Aco1,55257.0,,
Ppp2r5b,8107.0,,
Gpc6,1051229.0,protein_coding,chr14
Fastk,6847.0,,
Tmtc4,65064.0,protein_coding,chr14
Timp4,10313.0,,
Mfap1a,14754.0,,
E130114P18Rik,209945.0,,
Tmem106c,6075.0,protein_coding,chr15
Sec11c,17169.0,,
Gm15328,7062.0,,
Sh3bgrl3,1383.0,,
Fip1l1,63351.0,,
Tubb4b,2542.0,,
Nox1,135535.0,,
Kif5a,37652.0,,
Ube3b,40562.0,protein_coding,chr5
Naa25,46442.0,,
P4htm,18805.0,,
Sdhc,23438.0,,
Glis1,200470.0,protein_coding,chr4
Ccdc50,63349.0,protein_coding,chr16
Cacna1b,159265.0,protein_coding,chr2
Safb2,23620.0,,
Mta1,38928.0,protein_coding,chr12
Rb1,142149.0,,
Stx1a,27618.0,,
Btbd9,360964.0,protein_coding,chr17
Metap2,38604.0,protein_coding,chr10
Zfc3h1,47813.0,protein_coding,chr10
Asic1,30762.0,,
3110021N24Rik,62255.0,protein_coding,chr4
Cdc7,20110.0,,
Arhgap39,94185.0,protein_coding,chr15
Colgalt2,110865.0,,
Capn15,27432.0,,
Cfp,6101.0,,
2010204K13Rik,33326.0,,
Papola,54250.0,,
Flot2,22503.0,,
Evi5l,44690.0,protein_coding,chr8
Vstm2l,30066.0,,
Phf6,44677.0,,
Npat,37295.0,,
Utp6,30069.0,,
Lin52,94723.0,protein_coding,chr12
Gm17202,27087.0,,
Emc2,50534.0,protein_coding,chr15
Plxna3,15623.0,,
Cul9,45816.0,protein_coding,chr17
Dbn1,14682.0,protein_coding,chr13
Supt5,23855.0,,
Numa1,80853.0,protein_coding,chr7
Slc4a10,280268.0,protein_coding,chr2
Banf1,2530.0,,
Pex3,29300.0,protein_coding,chr10
Unc5a,56607.0,protein_coding,chr13
Mnt,14805.0,,
Zfp260,12845.0,,
4930444A19Rik,85795.0,,
Slitrk1,5358.0,,
Shank2,422566.0,protein_coding,chr7
Aifm3,17874.0,protein_coding,chr16
Crebl2,28777.0,,
Rhobtb3,74388.0,,
Zfp277,130856.0,protein_coding,chr12
Swi5,9259.0,,
Ttc39b,103955.0,protein_coding,chr4
Gm26843,41572.0,lincRNA,chr8
Gm13963,53987.0,,
B9d1,7787.0,,
Dpm3,7721.0,,
Camta2,18642.0,protein_coding,chr11
Pgk1,16599.0,,
Kctd1,182761.0,protein_coding,chr18
Dagla,59612.0,protein_coding,chr19
Gm14330,9287.0,,
Chgb,13801.0,,
Wdr13,9591.0,,
Plekhj1,2527.0,,
Eif1ad,4785.0,,
Canx,31712.0,,
Jund,1667.0,,
Slc6a6,75013.0,,
Ssbp1,13348.0,,
Chga,10059.0,,
D8Ertd738e,3481.0,,
Klhl1,416366.0,protein_coding,chr14
Lsm1,18687.0,,
Taco1,7551.0,protein_coding,chr11
Pdia3,24912.0,,
Taf1,69055.0,,
Tet2,81460.0,protein_coding,chr3
Prdm4,25176.0,,
Zrsr2,23218.0,,
Suv39h2,19216.0,,
Sept8,30308.0,protein_coding,chr11
Szrd1,26774.0,protein_coding,chr4
Efcab12,27683.0,,
Tsc22d1,92804.0,,
Sgsm2,47799.0,,
Slitrk2,12075.0,,
Smarcd2,9793.0,,
Atp5f1,17401.0,,
Sdc3,33782.0,,
Pet100,4300.0,,
Ttll7,131642.0,,
Ap4m1,8427.0,,
Dhx15,40311.0,,
C030034I22Rik,4230.0,,
Thoc2,125683.0,,
Wdr33,103307.0,,
Lgalsl,7480.0,protein_coding,chr11
Hexb,22026.0,,
Psat1,42659.0,protein_coding,chr19
Rab7,46164.0,,
Pcgf2,11674.0,,
Zbtb5,21170.0,protein_coding,chr4
Hdhd2,36269.0,,
Ikzf2,156031.0,,
Arhgef28,306970.0,,
Rwdd4a,19291.0,protein_coding,chr8
Ptgis,48799.0,,
Dgkh,174026.0,protein_coding,chr14
Wasf2,69251.0,,
Rbl2,53787.0,,
Trib2,25195.0,,
Zfp423,297785.0,protein_coding,chr8
4933439C10Rik,7985.0,,
Erp44,86235.0,protein_coding,chr4
Cacna1e,493770.0,protein_coding,chr1
Atp11a,111714.0,protein_coding,chr8
Cops7a,7125.0,,
Sh3gl1,19885.0,,
Tmem200a,166721.0,protein_coding,chr10
Rhbdd3,7167.0,,
Endod1,27517.0,,
Cep70,57037.0,,
Ankrd29,53435.0,,
Brms1l,33412.0,protein_coding,chr12
Xpo7,112382.0,,
Sf3b2,21523.0,,
Ube2j2,15773.0,,
Pros1,75039.0,,
Pla2g4e,78923.0,,
Rxrb,6587.0,protein_coding,chr17
Mib2,14521.0,,
Clcn7,28713.0,,
Gtf2h2,32361.0,protein_coding,chr13
Gm26871,99698.0,lincRNA,chr3
Plch2,73669.0,protein_coding,chr4
Rasgef1b,511639.0,,
Oxsr1,83995.0,,
Acss2,67776.0,,
Pisd,49345.0,protein_coding,chr5
Nsg2,58739.0,protein_coding,chr11
Atp6v1h,92511.0,,
Nsmce2,227437.0,protein_coding,chr15
Fgfr2,2960899.0,protein_coding,chr7
Usp46,69978.0,protein_coding,chr5
Zfp553,5118.0,,
2510002D24Rik,3582.0,,
Psmb4,2868.0,,
Lhfp,220151.0,,
Ier3ip1,11595.0,,
Skiv2l,10982.0,,
Hypk,5382.0,,
Osbpl5,68223.0,protein_coding,chr7
P2rx4,22194.0,,
Fbxo22,15508.0,,
Fgfr1op,31303.0,,
Rhbdl3,55043.0,,
Ndufs6,8704.0,,
Comt,19966.0,,
Eif2d,34477.0,,
Rtca,19245.0,,
Zfp612,12995.0,,
Ttbk2,117788.0,protein_coding,chr2
Polr2m,7498.0,protein_coding,chr9
Tbc1d32,214396.0,protein_coding,chr10
Pnma2,9853.0,,
Hdac1,26609.0,protein_coding,chr4
Lrrk2,142945.0,,
Mkrn2,20722.0,,
Tmem50a,17175.0,protein_coding,chr4
Rxfp1,96269.0,protein_coding,chr3
Kansl3,33451.0,,
Mrps36,8704.0,,
Rnf180,164814.0,,
Ppt1,22933.0,,
Snrpe,6420.0,protein_coding,chr1
Arhgap24,416546.0,,
Ift20,5376.0,,
Ddx27,19754.0,,
Edc4,14027.0,,
B130034C11Rik,8034.0,,
Vezt,96652.0,protein_coding,chr10
Arl8a,9445.0,,
Lekr1,165127.0,,
Pla2g3,11066.0,protein_coding,chr11
Pde4d,1503513.0,protein_coding,chr13
Rab18,60524.0,,
Tor3a,20739.0,protein_coding,chr1
Cacnb3,13689.0,,
Uqcc2,11253.0,,
9530068E07Rik,12300.0,,
Col4a1,114403.0,protein_coding,chr8
Rapgefl1,16912.0,,
Lancl2,36899.0,,
Lrch1,193201.0,protein_coding,chr14
Sgcd,1092716.0,protein_coding,chr11
