chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr4,41684740,41685241,0.8986791686374404,chr4,41655498,41699089,ENSMUSG00000028444.13,-,Cntfr,protein_coding,6.218761862870938,7.469194043896155,8.04379331851434
chr14,64106723,64107224,1.1415356925336038,chr14,64102286,64115755,ENSMUSG00000021966.7,+,Prss52,protein_coding,3.125727641844226,3.680499525603182,5.80347762992996
chr11,98749074,98749575,0.6243513062473076,chr11,98738638,98771006,ENSMUSG00000058756.9,+,Thra,protein_coding,5.915664356863665,7.897258726184716,9.112873895915445
chr15,100870671,100871172,0.2963787377636153,chr15,100868683,101047929,ENSMUSG00000023033.10,+,Scn8a,protein_coding,10.74177392701,13.5116556686888,13.3031844804484
chr7,44335966,44336467,0.4474419056284057,chr7,44308253,44360351,ENSMUSG00000038738.11,+,Shank1,protein_coding,5.69539184785982,6.41977464875953,7.83095256650507
chr14,65089090,65089591,0.7814724687594705,chr14,65050060,65100106,ENSMUSG00000021978.8,-,Extl3,protein_coding,2.864187801193572,6.479454875230314,5.769643123992189
chr9,63953593,63954094,0.4348279194600783,chr9,63951076,64024059,ENSMUSG00000036867.7,-,Smad6,protein_coding,4.56955857560846,6.25754207640821,6.22702252276307
chr4,127235679,127236180,0.4976795027588792,chr4,127167204,127239022,ENSMUSG00000042388.10,+,Dlgap3,protein_coding,13.411094222002163,12.785088255495845,13.62345193722053
chr12,20921043,20921544,0.4230127033208622,chr12,20872125,20923262,ENSMUSG00000085642.3,-,3110053B16Rik,transcribed_unprocessed_pseudogene,7.53646037542381,9.52536960519916,10.1896732190668
chr11,100355144,100355645,0.459017882389774,chr11,100345327,100358128,ENSMUSG00000006930.11,-,Hap1,protein_coding,4.11922526670792,5.58543570523843,5.70810397919948
chr17,45595027,45595528,0.5428982549153711,chr17,45583200,45601606,ENSMUSG00000023942.11,-,Slc29a1,protein_coding,2.79471553464749,4.17169471760547,4.10417393545748
chr4,140906067,140906568,0.4563315260571391,chr4,140904344,140954586,ENSMUSG00000028927.6,+,Padi2,protein_coding,3.85432332029583,5.16826623347789,5.3307086747896
chr2,160646180,160646681,0.418036165967839,chr2,160643888,160724764,ENSMUSG00000070544.6,+,Top1,protein_coding,5.16558795503565,7.48587440992537,6.95822592505722
chr7,142480486,142480987,0.7844181691839416,chr7,142458809,142496867,ENSMUSG00000018819.6,+,Lsp1,protein_coding,5.264031366435829,4.8387490917822555,8.334652052192155
chr7,140821485,140821986,0.5732519329590781,chr7,140805449,140824178,ENSMUSG00000060314.8,-,Zfp941,protein_coding,7.813485942200987,8.245504032827899,10.636134640661304
chr7,80721104,80721605,0.574985228926328,chr7,80709583,80805331,ENSMUSG00000030536.9,-,Iqgap1,protein_coding,2.87418611857112,3.82405349113835,4.31645879418804
chr8,125493415,125493916,0.6142886896687348,chr8,125416063,125494710,ENSMUSG00000001995.8,-,Sipa1l2,protein_coding,2.58279397751782,3.33735577408438,3.98623790282939
chr11,69420125,69420626,0.6074543608146321,chr11,69418809,69551110,ENSMUSG00000005237.9,-,Dnah2,protein_coding,7.1391412407576205,7.3420810604285816,8.835677462899518
chr18,60824913,60825414,0.6796773365017666,chr18,60811755,60850971,ENSMUSG00000024613.12,-,Tcof1,protein_coding,3.1390880649832,4.17169471760547,5.0712494030078
chr7,109578829,109579330,0.4851885585756822,chr7,109521911,109619147,ENSMUSG00000031024.8,-,St5,protein_coding,3.4437253033571,4.35710337172127,4.85896454427724
chr4,120162181,120162682,0.7519688807708783,chr4,120159206,120169360,ENSMUSG00000028635.7,+,Edn2,protein_coding,7.016125373497695,6.759112455173881,9.669862885199144
chr5,145130149,145130650,0.3391602087211093,chr5,145112215,145132705,ENSMUSG00000029622.12,+,Arpc1b,protein_coding,9.94706808777378,11.6112169640019,12.6899171107823
chr5,145130149,145130650,0.3391602087211093,chr5,145126769,145142238,ENSMUSG00000029623.10,-,Pdap1,protein_coding,9.94706808777378,11.6112169640019,12.6899171107823
chr17,35834953,35835454,0.6842557447513552,chr17,35831921,35840306,ENSMUSG00000001525.10,-,Tubb5,protein_coding,7.537538306679792,11.269127416515541,10.810515851079822
chr8,119520952,119521453,0.7821328922275786,chr8,119506156,119560761,ENSMUSG00000031835.11,-,Mbtps1,protein_coding,2.7173500436984614,5.1231350832118725,7.62409964197886
chr13,62854624,62855125,1.114054956111497,chr13,62834884,62860400,ENSMUSG00000021456.7,-,Fbp2,protein_coding,2.245246459386068,3.830673943736596,4.429229747273489
chr4,128962264,128962765,0.311739448694374,chr4,128928233,128964442,ENSMUSG00000028789.12,-,Azin2,protein_coding,12.1722444376353,13.0249579516349,15.237335415549
chr11,98509232,98509733,0.4622177573672131,chr11,98462902,98548031,ENSMUSG00000018168.8,-,Ikzf3,protein_coding,3.66889195780737,5.26097056053579,5.09483660953342
chr11,103892782,103893283,0.5340808313638019,chr11,103819782,103956056,ENSMUSG00000034187.14,-,Nsf,protein_coding,4.78148013273813,5.90990084994108,6.98181313158284
chr11,69560004,69560505,0.5408915695801781,chr11,69552092,69562205,ENSMUSG00000003934.5,-,Efnb3,protein_coding,3.90730370957825,5.51590745994501,5.7316911857251
chr11,69560004,69560505,0.5408915695801781,chr11,69559758,69582255,ENSMUSG00000041346.7,-,Wrap53,protein_coding,3.90730370957825,5.51590745994501,5.7316911857251
chr8,119412643,119413144,0.3607341895173164,chr8,119392878,119413102,ENSMUSG00000074064.6,+,Mlycd,protein_coding,8.54308777178973,7.99574820874382,11.0623998605147
chr19,4615602,4616103,0.2567727552549075,chr19,4609785,4617667,ENSMUSG00000045045.7,-,Lrfn4,protein_coding,17.1259108355413,20.2327193803865,20.6388057099155
chr19,4615602,4616103,0.2567727552549075,chr19,4508472,4623752,ENSMUSG00000024892.11,+,Pcx,protein_coding,17.1259108355413,20.2327193803865,20.6388057099155
chr17,27753182,27753683,0.986257467055693,chr17,27749232,27822558,ENSMUSG00000056692.8,-,D17Wsu92e,protein_coding,3.4504346833257618,3.7295736933420756,4.120150945381728
chr7,144133069,144133570,0.4594320334019161,chr7,143999928,144426494,ENSMUSG00000037541.15,+,Shank2,protein_coding,5.68214675053921,6.51247897581743,7.87812697955631
chr8,25102164,25102665,0.668541623455245,chr8,25037144,25104194,ENSMUSG00000031557.11,-,Plekha2,protein_coding,2.25166654450272,2.68842548467908,3.60884259841951
chr4,151339415,151339916,0.537508930185526,chr4,150915322,151863876,ENSMUSG00000014592.15,-,Camta1,protein_coding,3.41723510871589,4.42663161701469,5.00048778343095
chr8,84004596,84005097,0.3355284539377464,chr8,84003628,84007764,ENSMUSG00000098823.1,+,Mir8111,miRNA,11.3245582091166,12.2601472534072,14.4117831871524
chr8,84004596,84005097,0.3355284539377464,chr8,83999502,84006770,ENSMUSG00000046408.9,+,1700067K01Rik,protein_coding,11.3245582091166,12.2601472534072,14.4117831871524
chr11,102438219,102438720,0.647243550752512,chr11,102428315,102439048,ENSMUSG00000034708.7,+,Grn,protein_coding,2.92716650785353,3.89358173643177,4.62309247902107
chr11,102438219,102438720,0.647243550752512,chr11,102434981,102449682,ENSMUSG00000034685.4,-,Fam171a2,protein_coding,2.92716650785353,3.89358173643177,4.62309247902107
chr11,119392869,119393370,0.5162154541963065,chr11,119391100,119489418,ENSMUSG00000070327.9,+,Rnf213,protein_coding,6.375572951491959,6.012963118905317,8.877977843294124
chr17,24548718,24549219,0.5417544771009023,chr17,24547950,24598514,ENSMUSG00000032855.5,+,Pkd1,protein_coding,12.029695488021758,15.310883611500143,16.962113709744816
chr7,18839795,18840296,0.5700879982869291,chr7,18837966,18860654,ENSMUSG00000040987.10,+,Mill2,protein_coding,6.82052004265928,9.041321896269412,8.640469228436134
chr10,77635765,77636266,1.265018745968604,chr10,77604097,77643543,ENSMUSG00000020265.11,+,Sumo3,protein_coding,2.1926069497586247,2.0143723721037845,4.172205460523655
chr10,77635765,77636266,1.265018745968604,chr10,77620275,77647993,ENSMUSG00000009293.13,+,Ube2g2,protein_coding,2.1926069497586247,2.0143723721037845,4.172205460523655
chr4,141722615,141723116,0.5390857650836066,chr4,141675549,141725419,ENSMUSG00000078515.4,-,Ddi2,protein_coding,3.28478413550985,4.35710337172127,4.81179013122601
chr9,64281315,64281816,0.4279026021980213,chr9,64279607,64306792,ENSMUSG00000032397.6,+,Tipin,protein_coding,9.73514653064411,11.3331039828282,13.2088356543459
chr5,129020666,129021167,0.6600312844963907,chr5,129018069,129026323,ENSMUSG00000029430.9,+,Ran,protein_coding,2.5165684909148,3.38370793761333,4.00982510935501
chr15,100599859,100600360,0.3921108816407603,chr15,100573318,100601984,ENSMUSG00000009739.12,-,Pou6f1,protein_coding,8.71527403695758,10.0584194857821,11.534143991027
chr16,17574376,17574877,0.7249707235081662,chr16,17570018,17578998,ENSMUSG00000022756.11,-,Slc7a4,protein_coding,4.99030319135822,5.742170876371646,8.390611541009473
chr16,17574376,17574877,0.7249707235081662,chr16,17559885,17579800,ENSMUSG00000022758.8,+,P2rx6,protein_coding,4.99030319135822,5.742170876371646,8.390611541009473
chr5,115134723,115135224,0.3548949393432077,chr5,115120550,115136975,ENSMUSG00000046562.5,-,Unc119b,protein_coding,8.59606816107214,10.0352434040176,11.0859870670403
chr15,76239031,76239532,0.4627368057775213,chr15,76229174,76245441,ENSMUSG00000063268.8,-,Parp10,protein_coding,5.24505853895927,6.58200722111085,7.28844681641587
chr7,30012866,30013367,0.7424397371237816,chr7,29981955,30030282,ENSMUSG00000074221.7,+,Zfp568,protein_coding,7.487677472318242,10.404726477678189,12.011684847925
chr17,8341639,8342140,0.5348781207131287,chr17,8338406,8346112,ENSMUSG00000055945.7,+,Prr18,protein_coding,1.76159794364036,2.82748197526593,2.57100551129233
chr17,8341639,8342140,0.5348781207131287,chr17,8309102,8398852,ENSMUSG00000073468.7,+,Sft2d1,protein_coding,1.76159794364036,2.82748197526593,2.57100551129233
chr17,78350392,78350893,0.7630240692798742,chr17,78198248,78378592,ENSMUSG00000024074.7,+,Crim1,protein_coding,4.697733730137229,2.3768036317920496,4.312753190061527
chr7,34167720,34168221,0.5308100957473659,chr7,34138689,34171599,ENSMUSG00000052997.11,-,Uba2,protein_coding,2.98014689713595,4.68156851642392,4.34004600071365
chr4,117182389,117182890,0.3739817785339748,chr4,117157639,117184639,ENSMUSG00000028678.9,-,Kif2c,protein_coding,7.56295057006502,9.22408054226098,9.88303953423381
chr12,70852993,70853494,0.5980706136552769,chr12,70823514,70904232,ENSMUSG00000048285.8,+,Frmd6,protein_coding,8.667362678550674,10.515290531569612,12.237467443157813
chr12,3818638,3819139,0.7303402595491539,chr12,3804007,3916443,ENSMUSG00000020661.11,+,Dnmt3a,protein_coding,3.8970458450431593,4.308401585101129,6.607077671858127
chr19,6046770,6047271,0.3509147862358008,chr19,6042691,6046822,ENSMUSG00000094281.1,-,Gm8034,processed_pseudogene,11.1126366519869,13.766592568098,14.2938471545243
chr19,6046770,6047271,0.3509147862358008,chr19,6044576,6055712,ENSMUSG00000024807.13,+,Syvn1,protein_coding,11.1126366519869,13.766592568098,14.2938471545243
chr7,57509199,57509700,0.3473963899801637,chr7,57405690,57512009,ENSMUSG00000055078.6,-,Gabra5,protein_coding,8.62255835571335,9.78030650460838,11.0623998605147
chr11,5989814,5990315,0.958584010795052,chr11,5967644,6068362,ENSMUSG00000057897.10,-,Camk2b,protein_coding,2.9268003771167077,4.696850156117818,7.693081885278819
chr4,145170340,145170841,0.9946943042043328,chr4,144970622,145197005,ENSMUSG00000020220.12,-,Vps13d,protein_coding,3.160081645447813,3.713017752546512,4.086965780296249
chr9,48707139,48707640,0.6956188803707879,chr9,48652311,48837945,ENSMUSG00000066687.4,-,Zbtb16,protein_coding,4.553110715157971,3.1832629768196457,5.605018723272754
chr7,135669288,135669789,0.6509257630545613,chr7,135535824,135688294,ENSMUSG00000041836.9,+,Ptpre,protein_coding,1.90729401416701,2.50301683056328,3.01916243527906
chr1,131078703,131079204,0.4503737879805225,chr1,131051700,131099826,ENSMUSG00000016528.6,-,Mapkapk2,protein_coding,5.73512713982163,5.86354868641213,7.90171418608193
chr11,115049488,115049989,0.7264981932547601,chr11,115049917,115064177,ENSMUSG00000048498.7,-,Cd300e,protein_coding,3.2703485329469997,2.142670738007018,4.5678241409941345
chr11,115049488,115049989,0.7264981932547601,chr11,115040131,115050409,ENSMUSG00000069607.4,-,Cd300lh,protein_coding,3.2703485329469997,2.142670738007018,4.5678241409941345
chr4,152494599,152495100,0.8649315881557318,chr4,152474706,152565183,ENSMUSG00000039577.13,+,Nphp4,protein_coding,4.385215672666203,5.9780814738092785,6.592764131085364
chr7,114117538,114118039,0.2919366813821524,chr7,114044785,114119781,ENSMUSG00000055723.5,-,Rras2,protein_coding,11.9205875885438,12.3296754987006,14.7184168719854
chr12,103354831,103355332,1.069585850654589,chr12,103319142,103358001,ENSMUSG00000021200.10,-,Asb2,protein_coding,4.196264725721287,5.020852352568728,5.552313816047715
chr7,105569567,105570068,0.4114564839526374,chr7,105556483,105583653,ENSMUSG00000037032.11,-,Apbb1,protein_coding,5.52320558269196,6.83694412052008,7.40638284904395
chr19,46305402,46305903,0.7298109272955957,chr19,46302737,46314090,ENSMUSG00000025225.10,+,Nfkb2,protein_coding,11.350925982355358,12.84716247893617,14.047036587835072
chr9,108649166,108649667,0.3161900955852861,chr9,108600942,108651386,ENSMUSG00000064145.8,-,Arih2,protein_coding,13.8808619919932,15.7597355998429,17.4309456224315
chr7,98361187,98361688,0.8891485308993186,chr7,98348668,98363328,ENSMUSG00000049580.8,-,Tsku,protein_coding,4.862857528313429,6.856667619503424,6.4463568285791695
chr19,10041213,10041714,0.3684142914781367,chr19,10039548,10061671,ENSMUSG00000024664.4,+,Fads3,protein_coding,8.37090150662187,10.0584194857821,10.8972894148354
chr7,35119928,35120429,0.7756642500586445,chr7,35117293,35123926,ENSMUSG00000034957.9,+,Cebpa,protein_coding,4.8844683565303475,4.928617371294551,6.888175539865703
chr10,80701422,80701923,0.4566928294435303,chr10,80700693,80707382,ENSMUSG00000055862.6,+,Izumo4,protein_coding,7.90732310040072,9.01549580638071,10.9444638278866
chr10,80701422,80701923,0.4566928294435303,chr10,80683256,80703820,ENSMUSG00000003348.9,-,Mob3a,protein_coding,7.90732310040072,9.01549580638071,10.9444638278866
chr7,99625158,99625659,0.9593323613128548,chr7,99622082,99629103,ENSMUSG00000096606.2,-,Gm4980,protein_coding,0.768215644595045,1.06609976116584,1.50958121763953
chr7,99625158,99625659,0.9593323613128548,chr7,99623936,99633711,ENSMUSG00000097974.1,+,Gm10605,lincRNA,0.768215644595045,1.06609976116584,1.50958121763953
chr19,41674276,41674777,0.6730589342932995,chr19,41598257,41745665,ENSMUSG00000025020.7,-,Slit1,protein_coding,7.228892250213319,8.833793599210576,11.463173741590001
chr4,106966352,106966853,0.6408044448574761,chr4,106908701,107051694,ENSMUSG00000061887.10,+,Ssbp3,protein_coding,7.707646755401246,4.891960325831187,6.679949878932473
chr10,80259784,80260285,0.8065514448207953,chr10,80256151,80263012,ENSMUSG00000020150.9,-,Gamt,protein_coding,6.906409378775104,8.033248723386052,7.82971826427711
chr10,80259784,80260285,0.8065514448207953,chr10,80259486,80290408,ENSMUSG00000069565.8,+,Dazap1,protein_coding,6.906409378775104,8.033248723386052,7.82971826427711
chr5,124339173,124339674,0.6131567201788151,chr5,124326089,124343844,ENSMUSG00000047635.6,+,2810006K23Rik,protein_coding,9.627086388136812,7.634749166027991,9.236501990678068
chr11,77949453,77949954,0.6418204784309587,chr11,77928800,77981048,ENSMUSG00000000632.9,+,Sez6,protein_coding,1.81457833292278,1.83091045939351,2.85405198959974
chr7,130693769,130694270,0.721203893585247,chr7,130575484,130766784,ENSMUSG00000030852.11,+,Tacc2,protein_coding,2.39736261502937,3.56911659172912,3.98623790282939
chr7,130693769,130694270,0.721203893585247,chr7,130160451,133125350,ENSMUSG00000030849.13,-,Fgfr2,protein_coding,2.39736261502937,3.56911659172912,3.98623790282939
chr16,32110951,32111452,0.735215410355869,chr16,32106865,32115743,ENSMUSG00000086146.1,+,Gm15729,antisense,4.872273721618805,7.734077961858875,8.598832222753893
chr2,71542911,71543412,0.732144756395902,chr2,71541408,71548754,ENSMUSG00000023391.8,-,Dlx2,protein_coding,4.1026205038596055,4.1712327584059175,5.176217838675676
chr7,144175593,144176094,0.5141050506719904,chr7,143999928,144426494,ENSMUSG00000037541.15,+,Shank2,protein_coding,5.19207814967686,6.37342248523058,7.47714446862081
chr4,128883983,128884484,0.4272901748674811,chr4,128881580,128913328,ENSMUSG00000041000.8,+,Trim62,protein_coding,5.27154873360048,6.14166166758583,7.14692357726216
chr5,117357063,117357564,0.4595365575853262,chr5,117355304,117380601,ENSMUSG00000029364.11,+,Wsb2,protein_coding,5.44373499876834,6.9991766928714,7.54790608819766
chr9,121777617,121778118,0.3290534615131636,chr9,121775607,121785819,ENSMUSG00000074001.2,+,Klhl40,protein_coding,5.9602937942719,7.06870493816482,7.54790608819766
chr7,19543587,19544088,0.8406692131740712,chr7,19528967,19564398,ENSMUSG00000051403.8,-,Ppp1r37,protein_coding,4.192941092683408,3.290868821496259,3.446691460714131
chr4,155770149,155770650,0.4650512018934876,chr4,155766149,155776698,ENSMUSG00000042116.3,-,Vwa1,protein_coding,5.76161733446284,7.0918810199293,8.01965021871001
chr4,155770149,155770650,0.4650512018934876,chr4,155767969,155778161,ENSMUSG00000097728.1,+,Gm26840,lincRNA,5.76161733446284,7.0918810199293,8.01965021871001
chr4,155770149,155770650,0.4650512018934876,chr4,155759178,155771264,ENSMUSG00000054514.3,+,Atad3aos,antisense,5.76161733446284,7.0918810199293,8.01965021871001
chr7,112159761,112160262,1.0961252328436577,chr7,112114019,112161057,ENSMUSG00000030772.5,-,Dkk3,protein_coding,2.7095916433010747,7.922092670927981,7.169920840425168
chr12,52796339,52796840,0.7554772602265257,chr12,52697383,53153015,ENSMUSG00000061603.7,+,Akap6,protein_coding,2.4657838468304174,3.919954562139606,7.096396611836142
chr5,110780383,110780884,0.3437987730375967,chr5,110777882,110783127,ENSMUSG00000097152.1,+,Gm26515,lincRNA,7.90732310040072,9.43266527814126,10.11891159949
chr5,110780383,110780884,0.3437987730375967,chr5,110768949,110781260,ENSMUSG00000086401.1,+,Gm15559,processed_transcript,7.90732310040072,9.43266527814126,10.11891159949
chr5,110780383,110780884,0.3437987730375967,chr5,110771667,110782659,ENSMUSG00000029507.12,-,Pus1,protein_coding,7.90732310040072,9.43266527814126,10.11891159949
chr8,41416915,41417416,0.2677913649069542,chr8,41395457,41419118,ENSMUSG00000031590.7,-,Frg1,protein_coding,10.5298523698804,12.8163732157546,12.7842659368848
chr7,101457209,101457710,0.3328254908639886,chr7,101419691,101514829,ENSMUSG00000030653.12,+,Pde2a,protein_coding,18.306640925759567,19.044594532477404,20.803105243903673
chr14,30612429,30612930,1.0094321565262587,chr14,30593356,30628210,ENSMUSG00000021948.11,-,Prkcd,protein_coding,4.226186938390523,6.141258113636466,5.951198143397501
chr15,80711391,80711892,0.3533447750122245,chr15,80709319,80943086,ENSMUSG00000047888.9,+,Tnrc6b,protein_coding,9.09938185925511,10.4292367940137,11.722841643232
chr19,8756755,8757256,0.3309043988008801,chr19,8739413,8758069,ENSMUSG00000010110.13,+,Stx5a,protein_coding,14.0000678678787,15.4584465369047,17.7611665137901
chr19,8756755,8757256,0.3309043988008801,chr19,8755073,8774475,ENSMUSG00000010097.9,+,Nxf1,protein_coding,14.0000678678787,15.4584465369047,17.7611665137901
chr4,134017953,134018454,0.772301882867885,chr4,134001330,134020841,ENSMUSG00000050966.5,-,Lin28a,protein_coding,4.345319602779761,5.782965935156969,5.964850129719504
chr4,134017953,134018454,0.772301882867885,chr4,134016147,134021869,ENSMUSG00000087288.1,+,Gm13061,processed_transcript,4.345319602779761,5.782965935156969,5.964850129719504
chr7,29908237,29908738,0.4068120491540672,chr7,29904509,29908567,ENSMUSG00000098873.1,+,Mir7668,miRNA,8.50335247982792,10.0815955675466,11.3690335453477
chr7,29908237,29908738,0.4068120491540672,chr7,29891333,29908572,ENSMUSG00000062040.10,-,Zfp27,protein_coding,8.50335247982792,10.0815955675466,11.3690335453477
chr7,29908237,29908738,0.4068120491540672,chr7,29906223,29918813,ENSMUSG00000099689.2,+,ZNF383,protein_coding,8.50335247982792,10.0815955675466,11.3690335453477
chr14,55490820,55491321,0.3341807704759996,chr14,55476758,55492338,ENSMUSG00000022210.6,+,Dhrs4,protein_coding,12.9669502768715,14.7631640839705,16.4874573614068
chr14,55490820,55491321,0.3341807704759996,chr14,55489093,55510246,ENSMUSG00000022211.8,+,Lrrc16b,protein_coding,12.9669502768715,14.7631640839705,16.4874573614068
chr17,31107823,31108324,0.9593323613128548,chr17,31055698,31117777,ENSMUSG00000024030.6,+,Abcg1,protein_coding,3.822242430822102,4.536621545841118,5.3310815712173065
chr11,4095007,4095508,0.4856514058818303,chr11,4089480,4097445,ENSMUSG00000004748.5,-,Mtfp1,protein_coding,12.025826100103869,12.72064674590638,16.23984709756817
chr11,4095007,4095508,0.4856514058818303,chr11,4095039,4125415,ENSMUSG00000003585.9,-,Sec14l2,protein_coding,12.025826100103869,12.72064674590638,16.23984709756817
chr2,26122532,26123033,0.7898602542521896,chr2,26053535,26125220,ENSMUSG00000026932.10,-,Nacc2,protein_coding,1.28477444009861,2.61889723938566,2.24078461993368
chr7,30859201,30859702,0.6093898902558957,chr7,30855390,30859864,ENSMUSG00000103359.1,-,RP24-63G4.6,TEC,2.33113712842634,3.15194711996858,3.58525539189389
chr7,30859201,30859702,0.6093898902558957,chr7,30858473,30863564,ENSMUSG00000044453.4,-,Ffar1,protein_coding,2.33113712842634,3.15194711996858,3.58525539189389
chr2,164009177,164009678,0.6923724093501338,chr2,163992960,164020588,ENSMUSG00000018326.5,+,Ywhab,protein_coding,3.623869456692846,7.016891714579569,7.952705721655292
chr17,30990177,30990678,0.946986904122469,chr17,30952679,31012708,ENSMUSG00000054134.9,+,Umodl1,protein_coding,0.847686228518671,1.11245192469479,1.65110445679324
chr7,135537504,135538005,0.3692632296314449,chr7,135535824,135688294,ENSMUSG00000041836.9,+,Ptpre,protein_coding,12.0397934644292,15.180333555731,15.6854923395358
chr7,45435101,45435602,0.6524976118109831,chr7,45419852,45440096,ENSMUSG00000003868.8,-,Ruvbl2,protein_coding,1.68212735971674,2.01631911350931,2.6653543373948
chr7,45435101,45435602,0.6524976118109831,chr7,45432844,45458619,ENSMUSG00000003865.10,+,Gys1,protein_coding,1.68212735971674,2.01631911350931,2.6653543373948
chr4,133574482,133574983,0.3696197943642814,chr4,133570863,133575152,ENSMUSG00000082668.1,+,Gm13258,processed_pseudogene,7.54970547274441,8.94596756108728,9.83586512118258
chr4,133574482,133574983,0.3696197943642814,chr4,133572745,133586243,ENSMUSG00000028850.2,+,Gpatch3,protein_coding,7.54970547274441,8.94596756108728,9.83586512118258
chr4,155774843,155775344,0.6236873876709846,chr4,155766149,155776698,ENSMUSG00000042116.3,-,Vwa1,protein_coding,2.4900782962736,4.40345553525022,3.8683018702013
chr4,155774843,155775344,0.6236873876709846,chr4,155767969,155778161,ENSMUSG00000097728.1,+,Gm26840,lincRNA,2.4900782962736,4.40345553525022,3.8683018702013
chr7,30776073,30776574,0.7712445760848425,chr7,30761756,30783063,ENSMUSG00000060962.8,+,Dmkn,protein_coding,6.878151429151584,3.5924024611652015,6.767148711248311
chr7,35802789,35803290,0.4172532133792323,chr7,35800592,35840074,ENSMUSG00000044997.3,+,E130304I02Rik,antisense,7.98679368432435,9.29360878755441,10.7557661756817
chr7,35802789,35803290,0.4172532133792323,chr7,35770343,35804989,ENSMUSG00000044452.6,-,Zfp507,protein_coding,7.98679368432435,9.29360878755441,10.7557661756817
chr14,55079748,55080249,0.5692842435620018,chr14,55051884,55100986,ENSMUSG00000045691.9,+,Thtpa,protein_coding,11.005160778106568,10.096100889042228,13.12307599728217
chr14,55079748,55080249,0.5692842435620018,chr14,55058262,55094324,ENSMUSG00000040721.9,-,Zfhx2,protein_coding,11.005160778106568,10.096100889042228,13.12307599728217
chr11,101464970,101465471,0.720071924095327,chr11,101456745,101468230,ENSMUSG00000034993.7,-,Vat1,protein_coding,1.97351950077003,3.45323618290675,3.27862170706086
chr11,101464970,101465471,0.720071924095327,chr11,101462999,101473853,ENSMUSG00000001313.8,+,Rnd2,protein_coding,1.97351950077003,3.45323618290675,3.27862170706086
chr13,31805727,31806228,0.7249707235081662,chr13,31804691,31812643,ENSMUSG00000050295.3,+,Foxc1,protein_coding,1.5348818494888123,3.3659584698324907,3.5312798989271212
chr4,133756682,133757183,0.3666734906088691,chr4,133677008,133758769,ENSMUSG00000007880.12,-,Arid1a,protein_coding,14.291460008932,16.0378485810166,18.5867187421867
chr7,79721245,79721746,0.5353991687080377,chr7,79719164,79734776,ENSMUSG00000030546.10,-,Plin1,protein_coding,3.98677429350187,4.38027945348574,5.82604001182757
chr9,119751452,119751953,0.9361216063726668,chr9,119751763,119827456,ENSMUSG00000034115.9,-,Scn11a,protein_coding,5.367654933543976,6.115833502805637,7.997600838571727
chr1,155146616,155147117,0.4063567178414122,chr1,155125277,155148814,ENSMUSG00000026471.10,-,Mr1,protein_coding,3.54968608192193,4.26439904466337,4.74102851164916
chr11,69655320,69655821,0.5799371848779582,chr11,69653314,69658727,ENSMUSG00000041287.5,+,Sox15,protein_coding,3.88081351493704,6.16483774935031,5.84962721835319
chr11,69655320,69655821,0.5799371848779582,chr11,69654697,69664642,ENSMUSG00000018761.10,-,Mpdu1,protein_coding,3.88081351493704,6.16483774935031,5.84962721835319
chr17,12416174,12416675,0.5444277619503584,chr17,12376609,12421384,ENSMUSG00000059481.4,+,Plg,protein_coding,2.1986861552203,3.45323618290675,3.23144729400962
chr7,28290476,28290977,0.588282051539786,chr7,28282652,28293186,ENSMUSG00000046750.12,-,BC089491,protein_coding,3.56293117924254,4.79744892524629,5.40147029436645
chr7,17002197,17002698,0.4167916927882209,chr7,17002640,17029924,ENSMUSG00000003099.7,-,Ppp5c,protein_coding,5.69539184785982,6.7210637116977,7.66584212082575
chr17,70753549,70754050,0.58439113595221,chr17,70743329,70757582,ENSMUSG00000097282.1,-,5031415H12Rik,lincRNA,9.292962532081528,8.437656773778492,11.605016565608407
chr17,70753549,70754050,0.58439113595221,chr17,69967073,70823413,ENSMUSG00000003279.12,+,Dlgap1,protein_coding,9.292962532081528,8.437656773778492,11.605016565608407
chr7,17027130,17027631,0.4544750041937115,chr7,17002640,17029924,ENSMUSG00000003099.7,-,Ppp5c,protein_coding,4.25167623991396,5.77084435935423,5.8732144248788
chr4,117550021,117550522,0.2752870814224312,chr4,117548365,117676297,ENSMUSG00000033423.12,+,Eri3,protein_coding,19.9206263701888,20.9743539968497,24.3184099279118
chr7,47085030,47085531,0.4700800518267958,chr7,47081166,47085224,ENSMUSG00000098960.1,-,Mir7056,miRNA,14.59521492940937,14.763974296356627,18.925894687751573
chr7,47085030,47085531,0.4700800518267958,chr7,47075798,47135684,ENSMUSG00000030854.11,-,Ptpn5,protein_coding,14.59521492940937,14.763974296356627,18.925894687751573
chr17,5841585,5842086,0.4517432185920204,chr17,5839328,5933033,ENSMUSG00000002365.9,+,Snx9,protein_coding,4.63578406221148,6.28071815817268,6.39213296844239
chr10,61089094,61089595,0.918011301707236,chr10,61087343,61096328,ENSMUSG00000020098.6,+,Pcbd1,protein_coding,4.370810118977895,5.095347236968324,8.058110243783977
chr11,107479169,107479670,0.302954345098129,chr11,107477484,107506362,ENSMUSG00000020720.9,+,Psmd12,protein_coding,17.0596853489382,16.4550180527771,21.2284858730559
